FL,Description,AM Section,AM Part,AM Component,Element Type,Tech.Obj.SAP CODE,Catalog Profile,Source_File,FL_Lunghezza,FL_RE,Check,Check_RE
kkS-yyyy-yn-LV,LV Section,0000,18,1850,SBT,FL_AUXSYST,FL00000S,Solar_FL_StringInv_GuideLine.csv,4,[A-Z][A-Z]S-[0-9A-Z][0-9A-Z][0-9A-Z][0-9A-Z]-[0-9A-Z][0-9]-LV,LV_yn_4,LV_[0-9A-Z][0-9]_4
kkS-yyyy-yn-LV-CL,LV cables,0000,18,1850,ALE,FL_LVSECT,,Solar_FL_StringInv_GuideLine.csv,5,[A-Z][A-Z]S-[0-9A-Z][0-9A-Z][0-9A-Z][0-9A-Z]-[0-9A-Z][0-9]-LV-CL,CL_LV_yn_5,CL_LV_[0-9A-Z][0-9]_5
kkS-yyyy-yn-LV-LA,LV Auxiliary section,0000,18,1850,SBT,FL_AUXSYST,FL00000S,Solar_FL_StringInv_GuideLine.csv,5,[A-Z][A-Z]S-[0-9A-Z][0-9A-Z][0-9A-Z][0-9A-Z]-[0-9A-Z][0-9]-LV-LA,LA_LV_yn_5,LA_LV_[0-9A-Z][0-9]_5
kkS-yyyy-yn-LV-LA-IT,Auxiliary general breaker,0000,18,1850,SCC,FL_AUXSYST,FL00000S,Solar_FL_StringInv_GuideLine.csv,6,[A-Z][A-Z]S-[0-9A-Z][0-9A-Z][0-9A-Z][0-9A-Z]-[0-9A-Z][0-9]-LV-LA-IT,IT_LA_LV_6,IT_LA_LV_6
kkS-yyyy-yn-LV-LA-UP,UPS Circuits,0000,18,1850,ALI,FL_AUXSYST,FL00000S,Solar_FL_StringInv_GuideLine.csv,6,[A-Z][A-Z]S-[0-9A-Z][0-9A-Z][0-9A-Z][0-9A-Z]-[0-9A-Z][0-9]-LV-LA-UP,UP_LA_LV_6,UP_LA_LV_6
kkS-yyyy-yn-LV-LA-UN,Normal AC Circuits,0000,18,1850,ALI,FL_AUXSYST,FL00000S,Solar_FL_StringInv_GuideLine.csv,6,[A-Z][A-Z]S-[0-9A-Z][0-9A-Z][0-9A-Z][0-9A-Z]-[0-9A-Z][0-9]-LV-LA-UN,UN_LA_LV_6,UN_LA_LV_6
kkS-yyyy-yn-LV-LA-TR,Auxiliary service transformer,0000,18,1850,TRF,FL_AUXSYST,FL00000S,Solar_FL_StringInv_GuideLine.csv,6,[A-Z][A-Z]S-[0-9A-Z][0-9A-Z][0-9A-Z][0-9A-Z]-[0-9A-Z][0-9]-LV-LA-TR,TR_LA_LV_6,TR_LA_LV_6
kkS-yyyy-yn-LV-LP,Parallel LV section,0000,18,1840,SBT,FL_LVSECT,FL00000S,Solar_FL_StringInv_GuideLine.csv,5,[A-Z][A-Z]S-[0-9A-Z][0-9A-Z][0-9A-Z][0-9A-Z]-[0-9A-Z][0-9]-LV-LP,LP_LV_yn_5,LP_LV_[0-9A-Z][0-9]_5
kkS-yyyy-yn-LV-LP-IT,Parallel general breaker,0000,18,1840,SCC,FL_LVSECT,FL00000S,Solar_FL_StringInv_GuideLine.csv,6,[A-Z][A-Z]S-[0-9A-Z][0-9A-Z][0-9A-Z][0-9A-Z]-[0-9A-Z][0-9]-LV-LP-IT,IT_LP_LV_6,IT_LP_LV_6
kkS-yyyy-yn-LV-LP-TK,Metallic tank,0000,18,1840,CLE,FL_LVSECT,FL00000S,Solar_FL_StringInv_GuideLine.csv,6,[A-Z][A-Z]S-[0-9A-Z][0-9A-Z][0-9A-Z][0-9A-Z]-[0-9A-Z][0-9]-LV-LP-TK,TK_LP_LV_6,TK_LP_LV_6
kkS-yyyy-yn-LV-LP-PI,Relay parallel protection,0000,18,1840,CLE,FL_LVSECT,FL00000S,Solar_FL_StringInv_GuideLine.csv,6,[A-Z][A-Z]S-[0-9A-Z][0-9A-Z][0-9A-Z][0-9A-Z]-[0-9A-Z][0-9]-LV-LP-PI,PI_LP_LV_6,PI_LP_LV_6
kkS-yyyy-yn-LV-LP-QG,LV Cabling to SU Transformer,0000,18,1840,,FL_LVSECT,FL00000S,Solar_FL_StringInv_GuideLine.csv,6,[A-Z][A-Z]S-[0-9A-Z][0-9A-Z][0-9A-Z][0-9A-Z]-[0-9A-Z][0-9]-LV-LP-QG,QG_LP_LV_6,QG_LP_LV_6
kkS-yyyy-yn-LV-LP-CO,Consumables,0000,18,1840,SCC,FL_LVSECT,FL00000S,Solar_FL_StringInv_GuideLine.csv,6,[A-Z][A-Z]S-[0-9A-Z][0-9A-Z][0-9A-Z][0-9A-Z]-[0-9A-Z][0-9]-LV-LP-CO,CO_LP_LV_6,CO_LP_LV_6
kkS-yyyy-yn-LV-LP-nn,Inverter nn Output Circuit breaker,0000,18,1840,SCC,FL_LVSECT,FL00000S,Solar_FL_StringInv_GuideLine.csv,6,[A-Z][A-Z]S-[0-9A-Z][0-9A-Z][0-9A-Z][0-9A-Z]-[0-9A-Z][0-9]-LV-LP-(?!00)[0-9]{2},nn_LP_LV_6,(?!00)[0-9]{2}_LP_LV_6
kkS-yyyy-yn-CS,Charging Station,0000,18,1840,,FL_LVSECT,FL00000S,Solar_FL_StringInv_GuideLine.csv,4,[A-Z][A-Z]S-[0-9A-Z][0-9A-Z][0-9A-Z][0-9A-Z]-[0-9A-Z][0-9]-CS,CS_yn_4,CS_[0-9A-Z][0-9]_4
kkS-yyyy-yn-UP,UPS,0000,18,1850,SCC,FL_LVSECT,FL00000S,Solar_FL_StringInv_GuideLine.csv,4,[A-Z][A-Z]S-[0-9A-Z][0-9A-Z][0-9A-Z][0-9A-Z]-[0-9A-Z][0-9]-UP,UP_yn_4,UP_[0-9A-Z][0-9]_4
kkS-yyyy-yn-FC,Container HVAC,0000,18,1860,SCC,FL_OTHER,FL00000S,Solar_FL_StringInv_GuideLine.csv,4,[A-Z][A-Z]S-[0-9A-Z][0-9A-Z][0-9A-Z][0-9A-Z]-[0-9A-Z][0-9]-FC,FC_yn_4,FC_[0-9A-Z][0-9]_4
kkS-yyyy-yn-CL,Underground Cables and Overhead Power Lines,0000,18,1840,CLE,FL_POWLINE,FL00000S,Solar_FL_StringInv_GuideLine.csv,4,[A-Z][A-Z]S-[0-9A-Z][0-9A-Z][0-9A-Z][0-9A-Z]-[0-9A-Z][0-9]-CL,CL_yn_4,CL_[0-9A-Z][0-9]_4
kkS-yyyy-yn-FP,Floating platform,0000,18,1860,STS,FL_SUPSTRU,FL00000S,Solar_FL_StringInv_GuideLine.csv,4,[A-Z][A-Z]S-[0-9A-Z][0-9A-Z][0-9A-Z][0-9A-Z]-[0-9A-Z][0-9]-FP,FP_yn_4,FP_[0-9A-Z][0-9]_4
kkS-yyyy-yn-FP-F1,Floating elements,0000,18,1860,STS,FL_SUPSTRU,FL00000S,Solar_FL_StringInv_GuideLine.csv,5,[A-Z][A-Z]S-[0-9A-Z][0-9A-Z][0-9A-Z][0-9A-Z]-[0-9A-Z][0-9]-FP-F1,F1_FP_yn_5,F1_FP_[0-9A-Z][0-9]_5
kkS-yyyy-yn-FP-F2,Anchors,0000,18,1860,STS,FL_SUPSTRU,FL00000S,Solar_FL_StringInv_GuideLine.csv,5,[A-Z][A-Z]S-[0-9A-Z][0-9A-Z][0-9A-Z][0-9A-Z]-[0-9A-Z][0-9]-FP-F2,F2_FP_yn_5,F2_FP_[0-9A-Z][0-9]_5
kkS-yyyy-yn-ST,Support Structures,0000,18,1860,STS,FL_SUPSTRU,FL00000S,Solar_FL_StringInv_GuideLine.csv,4,[A-Z][A-Z]S-[0-9A-Z][0-9A-Z][0-9A-Z][0-9A-Z]-[0-9A-Z][0-9]-ST,ST_yn_4,ST_[0-9A-Z][0-9]_4
kkS-yyyy-yn-ST-S1,Metallic parts,0000,18,1860,STS,FL_SUPSTRU,FL00000S,Solar_FL_StringInv_GuideLine.csv,5,[A-Z][A-Z]S-[0-9A-Z][0-9A-Z][0-9A-Z][0-9A-Z]-[0-9A-Z][0-9]-ST-S1,S1_ST_yn_5,S1_ST_[0-9A-Z][0-9]_5
kkS-yyyy-yn-ST-S2,Concrete foundations and pillings,0000,18,1860,STS,FL_SUPSTRU,FL00000S,Solar_FL_StringInv_GuideLine.csv,5,[A-Z][A-Z]S-[0-9A-Z][0-9A-Z][0-9A-Z][0-9A-Z]-[0-9A-Z][0-9]-ST-S2,S2_ST_yn_5,S2_ST_[0-9A-Z][0-9]_5
kkS-yyyy-yn-ST-S4,Grounding system,0000,18,1860,STS,FL_SUPSTRU,FL00000S,Solar_FL_StringInv_GuideLine.csv,5,[A-Z][A-Z]S-[0-9A-Z][0-9A-Z][0-9A-Z][0-9A-Z]-[0-9A-Z][0-9]-ST-S4,S4_ST_yn_5,S4_ST_[0-9A-Z][0-9]_5
kkS-yyyy-yn-ST-S6,Panel Fixed Metal Structure,0000,18,1860,STS,FL_SUPSTRU,FL00000S,Solar_FL_StringInv_GuideLine.csv,5,[A-Z][A-Z]S-[0-9A-Z][0-9A-Z][0-9A-Z][0-9A-Z]-[0-9A-Z][0-9]-ST-S6,S6_ST_yn_5,S6_ST_[0-9A-Z][0-9]_5
kkS-yyyy-yn-TT,Tracker System,0000,18,1850,,FL_TRACKER,FL00000S,Solar_FL_StringInv_GuideLine.csv,4,[A-Z][A-Z]S-[0-9A-Z][0-9A-Z][0-9A-Z][0-9A-Z]-[0-9A-Z][0-9]-TT,TT_yn_4,TT_[0-9A-Z][0-9]_4
kkS-yyyy-yn-TS,Arrays anti-tefts system,0000,18,1850,ALE,FL_SECSYST,FL00000S,Solar_FL_StringInv_GuideLine.csv,4,[A-Z][A-Z]S-[0-9A-Z][0-9A-Z][0-9A-Z][0-9A-Z]-[0-9A-Z][0-9]-TS,TS_yn_4,TS_[0-9A-Z][0-9]_4
kkS-yyyy-yn-TS-TA,Active Anti Tefts system,0000,18,1850,ALE,FL_SECSYST,FL00000S,Solar_FL_StringInv_GuideLine.csv,5,[A-Z][A-Z]S-[0-9A-Z][0-9A-Z][0-9A-Z][0-9A-Z]-[0-9A-Z][0-9]-TS-TA,TA_TS_yn_5,TA_TS_[0-9A-Z][0-9]_5
kkS-yyyy-yn-TS-TS,Passive Anti Tefts system,0000,18,1850,,FL_SECSYST,FL00000S,Solar_FL_StringInv_GuideLine.csv,5,[A-Z][A-Z]S-[0-9A-Z][0-9A-Z][0-9A-Z][0-9A-Z]-[0-9A-Z][0-9]-TS-TS,TS_TS_yn_5,TS_TS_[0-9A-Z][0-9]_5
kkS-yyyy-yn-TC,SCADA System,0000,18,1880,SCA,FL_AUT&CON,FL00000S,Solar_FL_StringInv_GuideLine.csv,4,[A-Z][A-Z]S-[0-9A-Z][0-9A-Z][0-9A-Z][0-9A-Z]-[0-9A-Z][0-9]-TC,TC_yn_4,TC_[0-9A-Z][0-9]_4
kkS-yyyy-yn-TC-AP,Scada devices,0000,18,1880,SCA,FL_AUT&CON,FL00000S,Solar_FL_StringInv_GuideLine.csv,5,[A-Z][A-Z]S-[0-9A-Z][0-9A-Z][0-9A-Z][0-9A-Z]-[0-9A-Z][0-9]-TC-AP,AP_TC_yn_5,AP_TC_[0-9A-Z][0-9]_5
kkS-yyyy-yn-TC-LN,Internal LAN,0000,18,1880,SCA,FL_AUT&CON,FL00000S,Solar_FL_StringInv_GuideLine.csv,5,[A-Z][A-Z]S-[0-9A-Z][0-9A-Z][0-9A-Z][0-9A-Z]-[0-9A-Z][0-9]-TC-LN,LN_TC_yn_5,LN_TC_[0-9A-Z][0-9]_5
kkS-yyyy-yn-TC-SM,Met sensors,0000,18,1880,SCA,FL_METSENS,FL00000S,Solar_FL_StringInv_GuideLine.csv,5,[A-Z][A-Z]S-[0-9A-Z][0-9A-Z][0-9A-Z][0-9A-Z]-[0-9A-Z][0-9]-TC-SM,SM_TC_yn_5,SM_TC_[0-9A-Z][0-9]_5
kkS-yyyy-yn-TC-SM-IR,Irradiance,0000,18,1880,SCA,FL_METSENS,FL00000S,Solar_FL_StringInv_GuideLine.csv,6,[A-Z][A-Z]S-[0-9A-Z][0-9A-Z][0-9A-Z][0-9A-Z]-[0-9A-Z][0-9]-TC-SM-IR,IR_SM_TC_6,IR_SM_TC_6
kkS-yyyy-yn-TC-SM-TA,Ambient Temperature,0000,18,1880,SCA,FL_METSENS,FL00000S,Solar_FL_StringInv_GuideLine.csv,6,[A-Z][A-Z]S-[0-9A-Z][0-9A-Z][0-9A-Z][0-9A-Z]-[0-9A-Z][0-9]-TC-SM-TA,TA_SM_TC_6,TA_SM_TC_6
kkS-yyyy-yn-TC-SM-TM,Module Temperature sensor,0000,18,1880,SCA,FL_METSENS,FL00000S,Solar_FL_StringInv_GuideLine.csv,6,[A-Z][A-Z]S-[0-9A-Z][0-9A-Z][0-9A-Z][0-9A-Z]-[0-9A-Z][0-9]-TC-SM-TM,TM_SM_TC_6,TM_SM_TC_6
kkS-yyyy-yn-TC-SM-PR,Ambient Pressure,0000,18,1880,,FL_METSENS,FL00000S,Solar_FL_StringInv_GuideLine.csv,6,[A-Z][A-Z]S-[0-9A-Z][0-9A-Z][0-9A-Z][0-9A-Z]-[0-9A-Z][0-9]-TC-SM-PR,PR_SM_TC_6,PR_SM_TC_6
kkS-yyyy-yn-TC-SM-HU,Hummidity,0000,18,1880,SCA,FL_METSENS,FL00000S,Solar_FL_StringInv_GuideLine.csv,6,[A-Z][A-Z]S-[0-9A-Z][0-9A-Z][0-9A-Z][0-9A-Z]-[0-9A-Z][0-9]-TC-SM-HU,HU_SM_TC_6,HU_SM_TC_6
kkS-yyyy-yn-TC-SM-WI,Wind intensity,0000,18,1880,SCA,FL_METSENS,FL00000S,Solar_FL_StringInv_GuideLine.csv,6,[A-Z][A-Z]S-[0-9A-Z][0-9A-Z][0-9A-Z][0-9A-Z]-[0-9A-Z][0-9]-TC-SM-WI,WI_SM_TC_6,WI_SM_TC_6
kkS-yyyy-yn-TC-SM-WU,Wind direction,0000,18,1880,SCA,FL_METSENS,FL00000S,Solar_FL_StringInv_GuideLine.csv,6,[A-Z][A-Z]S-[0-9A-Z][0-9A-Z][0-9A-Z][0-9A-Z]-[0-9A-Z][0-9]-TC-SM-WU,WU_SM_TC_6,WU_SM_TC_6
kkS-yyyy-yn-TC-SM-RI,Rain intensity sensor,0000,18,1880,SCA,FL_METSENS,FL00000S,Solar_FL_StringInv_GuideLine.csv,6,[A-Z][A-Z]S-[0-9A-Z][0-9A-Z][0-9A-Z][0-9A-Z]-[0-9A-Z][0-9]-TC-SM-RI,RI_SM_TC_6,RI_SM_TC_6
kkS-yyyy-yn-TC-SM-MS,Met station power supply,0000,18,1880,SCA,FL_METSENS,FL00000S,Solar_FL_StringInv_GuideLine.csv,6,[A-Z][A-Z]S-[0-9A-Z][0-9A-Z][0-9A-Z][0-9A-Z]-[0-9A-Z][0-9]-TC-SM-MS,MS_SM_TC_6,MS_SM_TC_6
kkS-yyyy-yn-TC-SM-SO,Soiling sensor,0000,18,1880,SCA,FL_METSENS,FL00000S,Solar_FL_StringInv_GuideLine.csv,6,[A-Z][A-Z]S-[0-9A-Z][0-9A-Z][0-9A-Z][0-9A-Z]-[0-9A-Z][0-9]-TC-SM-SO,SO_SM_TC_6,SO_SM_TC_6
kkS-yyyy-yn-TC-SM-WE,Multipurpose weather sensor,0000,18,1880,SCA,FL_METSENS,FL00000S,Solar_FL_StringInv_GuideLine.csv,6,[A-Z][A-Z]S-[0-9A-Z][0-9A-Z][0-9A-Z][0-9A-Z]-[0-9A-Z][0-9]-TC-SM-WE,WE_SM_TC_6,WE_SM_TC_6
kkS-yyyy-yn-TC-SM-BI,Back Irradiance,0000,18,1880,,FL_METSENS,,Solar_FL_StringInv_GuideLine.csv,6,[A-Z][A-Z]S-[0-9A-Z][0-9A-Z][0-9A-Z][0-9A-Z]-[0-9A-Z][0-9]-TC-SM-BI,BI_SM_TC_6,BI_SM_TC_6
kkS-yyyy-yn-Tn,CT_nn_LV/MV Transformer_n,0000,18,1842,TRF,FL_TRANSF,FL00000S,Solar_FL_StringInv_GuideLine.csv,4,[A-Z][A-Z]S-[0-9A-Z][0-9A-Z][0-9A-Z][0-9A-Z]-[0-9A-Z][0-9]-T[0-9],Tn_yn_4,T[0-9]_[0-9A-Z][0-9]_4
kkS-yyyy-yn-Tn-PT,Transformer protective system,0000,18,1842,TAM,FL_TRACOMP,FL00000S,Solar_FL_StringInv_GuideLine.csv,5,[A-Z][A-Z]S-[0-9A-Z][0-9A-Z][0-9A-Z][0-9A-Z]-[0-9A-Z][0-9]-T[0-9]-PT,PT_Tn_yn_5,PT_T[0-9]_[0-9A-Z][0-9]_5
kkS-yyyy-yn-Px,CT_<ID_FIELD>_LV/AC StrInv Panel_<ID_PANEL>,0000,18,1841,,FL_SINVPAN,FL00000S,Solar_FL_StringInv_GuideLine.csv,4,[A-Z][A-Z]S-[0-9A-Z][0-9A-Z][0-9A-Z][0-9A-Z]-[0-9A-Z][0-9]-P[1-9A-Z],Px_yn_4,P[1-9A-Z]_[0-9A-Z][0-9]_4
kkS-yyyy-yn-Px-nn,CT_<ID_FIELD>_INV_<ID_PANEL>.<ID_INV>,0000,18,1841,QUA,FL_INVERT,FL00000S,Solar_FL_StringInv_GuideLine.csv,5,[A-Z][A-Z]S-[0-9A-Z][0-9A-Z][0-9A-Z][0-9A-Z]-[0-9A-Z][0-9]-P[1-9A-Z]-(?!00)[0-9]{2},nn_Px_yn_5,(?!00)[0-9]{2}_P[1-9A-Z]_[0-9A-Z][0-9]_5
kkS-yyyy-yn-Px-nn-DS,Disconnect Switches,0000,18,1840,SDC,FL_INVCOMP,FL00000S,Solar_FL_StringInv_GuideLine.csv,6,[A-Z][A-Z]S-[0-9A-Z][0-9A-Z][0-9A-Z][0-9A-Z]-[0-9A-Z][0-9]-P[1-9A-Z]-(?!00)[0-9]{2}-DS,DS_nn_Px_6,DS_(?!00)[0-9]{2}_P[1-9A-Z]_6
kkS-yyyy-yn-Px-nn-MP,DC MPPT control system,0000,18,1841,,FL_INVCOMP,FL00000S,Solar_FL_StringInv_GuideLine.csv,6,[A-Z][A-Z]S-[0-9A-Z][0-9A-Z][0-9A-Z][0-9A-Z]-[0-9A-Z][0-9]-P[1-9A-Z]-(?!00)[0-9]{2}-MP,MP_nn_Px_6,MP_(?!00)[0-9]{2}_P[1-9A-Z]_6
kkS-yyyy-yn-Px-nn-GI,DC Ground Impedence system,0000,18,1841,,FL_INVCOMP,FL00000S,Solar_FL_StringInv_GuideLine.csv,6,[A-Z][A-Z]S-[0-9A-Z][0-9A-Z][0-9A-Z][0-9A-Z]-[0-9A-Z][0-9]-P[1-9A-Z]-(?!00)[0-9]{2}-GI,GI_nn_Px_6,GI_(?!00)[0-9]{2}_P[1-9A-Z]_6
kkS-yyyy-yn-Px-nn-GC,AC Convertion group,0000,18,1841,,FL_INVCOMP,FL00000S,Solar_FL_StringInv_GuideLine.csv,6,[A-Z][A-Z]S-[0-9A-Z][0-9A-Z][0-9A-Z][0-9A-Z]-[0-9A-Z][0-9]-P[1-9A-Z]-(?!00)[0-9]{2}-GC,GC_nn_Px_6,GC_(?!00)[0-9]{2}_P[1-9A-Z]_6
kkS-yyyy-yn-Px-nn-IP,AC Interface Protection System,0000,18,1841,,FL_INVCOMP,FL00000S,Solar_FL_StringInv_GuideLine.csv,6,[A-Z][A-Z]S-[0-9A-Z][0-9A-Z][0-9A-Z][0-9A-Z]-[0-9A-Z][0-9]-P[1-9A-Z]-(?!00)[0-9]{2}-IP,IP_nn_Px_6,IP_(?!00)[0-9]{2}_P[1-9A-Z]_6
kkS-yyyy-yn-Px-nn-MS,Panel Fixed Metal Structure,0000,18,1860,STS,FL_SUPSTRU,FL00000S,Solar_FL_StringInv_GuideLine.csv,6,[A-Z][A-Z]S-[0-9A-Z][0-9A-Z][0-9A-Z][0-9A-Z]-[0-9A-Z][0-9]-P[1-9A-Z]-(?!00)[0-9]{2}-MS,MS_nn_Px_6,MS_(?!00)[0-9]{2}_P[1-9A-Z]_6
kkS-yyyy-yn-Px-nn-01,PV Strings,0000,18,1841,,FL_STRING,FL00000S,Solar_FL_StringInv_GuideLine.csv,6,[A-Z][A-Z]S-[0-9A-Z][0-9A-Z][0-9A-Z][0-9A-Z]-[0-9A-Z][0-9]-P[1-9A-Z]-(?!00)[0-9]{2}-01,01_nn_Px_6,01_(?!00)[0-9]{2}_P[1-9A-Z]_6
kkS-yyyy-yn-Px-nn-TT,Tracker System,0000,18,1850,,FL_TRACKER,FL00000S,Solar_FL_StringInv_GuideLine.csv,6,[A-Z][A-Z]S-[0-9A-Z][0-9A-Z][0-9A-Z][0-9A-Z]-[0-9A-Z][0-9]-P[1-9A-Z]-(?!00)[0-9]{2}-TT,TT_nn_Px_6,TT_(?!00)[0-9]{2}_P[1-9A-Z]_6
kkS-yyyy-yn-Px-0z,AC Switch,0000,18,1841,,FL_INVCOMP,FL00000S,Solar_FL_StringInv_GuideLine.csv,5,[A-Z][A-Z]S-[0-9A-Z][0-9A-Z][0-9A-Z][0-9A-Z]-[0-9A-Z][0-9]-P[1-9A-Z]-0[B-Z],0z_Px_yn_5,0[B-Z]_P[1-9A-Z]_[0-9A-Z][0-9]_5
