FL,Livello_1,Livello_2,Livello_3,Livello_4,Livello_5,Livello_6,FL_Lunghezza,Check,Check_Result
USS-USJ6-13-01-19-TT,USS,USJ6,13,01,19,TT,6,TT_19_01_6,True
USS-USJ6-13-01-20,USS,USJ6,13,01,20,,5,20_01_13_5,True
USS-USJ6-13-01-20-01,USS,USJ6,13,01,20,01,6,01_20_01_6,True
USS-USJ6-13-01-20-TT,USS,USJ6,13,01,20,TT,6,TT_20_01_6,True
USS-USJ6-13-01-21,USS,USJ6,13,01,21,,5,21_01_13_5,True
USS-USJ6-13-01-21-01,USS,USJ6,13,01,21,01,6,01_21_01_6,True
USS-USJ6-13-01-21-TT,USS,USJ6,13,01,21,TT,6,TT_21_01_6,True
USS-USJ6-13-01-AC,USS,USJ6,13,01,AC,,5,AC_01_13_5,True
USS-USJ6-13-01-AC-GC,USS,USJ6,13,01,AC,GC,6,GC_AC_01_6,True
USS-USJ6-13-01-AC-IP,USS,USJ6,13,01,AC,IP,6,IP_AC_01_6,True
USS-USJ6-13-01-AR,USS,USJ6,13,01,AR,,5,AR_01_13_5,True
USS-USJ6-13-01-CO,USS,USJ6,13,01,CO,,5,CO_01_13_5,True
USS-USJ6-13-01-D1,USS,USJ6,13,01,D1,,5,D1_01_13_5,True
USS-USJ6-13-01-D1-GI,USS,USJ6,13,01,D1,GI,6,GI_D1_01_6,True
USS-USJ6-13-01-D1-MP,USS,USJ6,13,01,D1,MP,6,MP_D1_01_6,True
USS-USJ6-13-01-DS,USS,USJ6,13,01,DS,,5,DS_01_13_5,True
USS-USJ6-13-01-FU,USS,USJ6,13,01,FU,,5,FU_01_13_5,True
USS-USJ6-13-01-HI,USS,USJ6,13,01,HI,,5,HI_01_13_5,True
USS-USJ6-13-01-IS,USS,USJ6,13,01,IS,,5,IS_01_13_5,True
USS-USJ6-13-01-IT,USS,USJ6,13,01,IT,,5,IT_01_13_5,True
USS-USJ6-13-01-PS,USS,USJ6,13,01,PS,,5,PS_01_13_5,True
USS-USJ6-13-01-RC,USS,USJ6,13,01,RC,,5,RC_01_13_5,True
USS-USJ6-13-01-TK,USS,USJ6,13,01,TK,,5,TK_01_13_5,True
USS-USJ6-13-CL,USS,USJ6,13,CL,,,4,CL_13_4,True
USS-USJ6-13-LV,USS,USJ6,13,LV,,,4,LV_13_4,True
USS-USJ6-13-LV-CL,USS,USJ6,13,LV,CL,,5,CL_LV_13_5,True
USS-USJ6-13-LV-LA,USS,USJ6,13,LV,LA,,5,LA_LV_13_5,True
USS-USJ6-13-LV-LA-IT,USS,USJ6,13,LV,LA,IT,6,IT_LA_LV_6,True
USS-USJ6-13-LV-LA-TR,USS,USJ6,13,LV,LA,TR,6,TR_LA_LV_6,True
USS-USJ6-13-LV-LA-UN,USS,USJ6,13,LV,LA,UN,6,UN_LA_LV_6,True
USS-USJ6-13-LV-LA-UP,USS,USJ6,13,LV,LA,UP,6,UP_LA_LV_6,True
USS-USJ6-13-LV-LP,USS,USJ6,13,LV,LP,,5,LP_LV_13_5,True
USS-USJ6-13-LV-LP-01,USS,USJ6,13,LV,LP,01,6,01_LP_LV_6,True
USS-USJ6-13-LV-LP-CO,USS,USJ6,13,LV,LP,CO,6,CO_LP_LV_6,True
USS-USJ6-13-MV,USS,USJ6,13,MV,,,4,MV_13_4,True
USS-USJ6-13-MV-CL,USS,USJ6,13,MV,CL,,5,CL_MV_13_5,True
USS-USJ6-13-MV-IT,USS,USJ6,13,MV,IT,,5,IT_MV_13_5,True
USS-USJ6-13-MV-PR,USS,USJ6,13,MV,PR,,5,PR_MV_13_5,True
USS-USJ6-13-MV-SZ,USS,USJ6,13,MV,SZ,,5,SZ_MV_13_5,True
USS-USJ6-13-OC,USS,USJ6,13,OC,,,4,OC_13_4,True
USS-USJ6-13-OC-FO,USS,USJ6,13,OC,FO,,5,FO_OC_13_5,True
USS-USJ6-13-OC-MR,USS,USJ6,13,OC,MR,,5,MR_OC_13_5,True
USS-USJ6-13-ST,USS,USJ6,13,ST,,,4,ST_13_4,True
USS-USJ6-13-ST-S1,USS,USJ6,13,ST,S1,,5,S1_ST_13_5,True
USS-USJ6-13-ST-S2,USS,USJ6,13,ST,S2,,5,S2_ST_13_5,True
USS-USJ6-13-ST-S4,USS,USJ6,13,ST,S4,,5,S4_ST_13_5,True
USS-USJ6-13-T1,USS,USJ6,13,T1,,,4,T1_13_4,True
USS-USJ6-13-T1-PT,USS,USJ6,13,T1,PT,,5,PT_T1_13_5,True
USS-USJ6-13-TC,USS,USJ6,13,TC,,,4,TC_13_4,True
USS-USJ6-13-TC-AP,USS,USJ6,13,TC,AP,,5,AP_TC_13_5,True
USS-USJ6-13-TC-LN,USS,USJ6,13,TC,LN,,5,LN_TC_13_5,True
USS-USJ6-13-TS,USS,USJ6,13,TS,,,4,TS_13_4,True
USS-USJ6-13-TS-TA,USS,USJ6,13,TS,TA,,5,TA_TS_13_5,True
USS-USJ6-13-TS-TS,USS,USJ6,13,TS,TS,,5,TS_TS_13_5,True
USS-USJ6-13-TT,USS,USJ6,13,TT,,,4,TT_13_4,True
USS-USJ6-13-UP,USS,USJ6,13,UP,,,4,UP_13_4,True
USS-USJ6-14,USS,USJ6,14,,,,3,,True
USS-USJ6-14-01,USS,USJ6,14,01,,,4,01_14_4,True
USS-USJ6-14-01-01,USS,USJ6,14,01,01,,5,01_01_14_5,True
USS-USJ6-14-01-01-01,USS,USJ6,14,01,01,01,6,01_01_01_6,True
USS-USJ6-14-01-01-TT,USS,USJ6,14,01,01,TT,6,TT_01_01_6,True
USS-USJ6-14-01-02,USS,USJ6,14,01,02,,5,02_01_14_5,True
USS-USJ6-14-01-02-01,USS,USJ6,14,01,02,01,6,01_02_01_6,True
USS-USJ6-14-01-02-TT,USS,USJ6,14,01,02,TT,6,TT_02_01_6,True
USS-USJ6-14-01-03,USS,USJ6,14,01,03,,5,03_01_14_5,True
USS-USJ6-14-01-03-01,USS,USJ6,14,01,03,01,6,01_03_01_6,True
USS-USJ6-14-01-03-TT,USS,USJ6,14,01,03,TT,6,TT_03_01_6,True
USS-USJ6-14-01-04,USS,USJ6,14,01,04,,5,04_01_14_5,True
USS-USJ6-14-01-04-01,USS,USJ6,14,01,04,01,6,01_04_01_6,True
USS-USJ6-14-01-04-TT,USS,USJ6,14,01,04,TT,6,TT_04_01_6,True
USS-USJ6-14-01-05,USS,USJ6,14,01,05,,5,05_01_14_5,True
USS-USJ6-14-01-05-01,USS,USJ6,14,01,05,01,6,01_05_01_6,True
USS-USJ6-14-01-05-TT,USS,USJ6,14,01,05,TT,6,TT_05_01_6,True
USS-USJ6-14-01-06,USS,USJ6,14,01,06,,5,06_01_14_5,True
USS-USJ6-14-01-06-01,USS,USJ6,14,01,06,01,6,01_06_01_6,True
USS-USJ6-14-01-06-TT,USS,USJ6,14,01,06,TT,6,TT_06_01_6,True
USS-USJ6-14-01-07,USS,USJ6,14,01,07,,5,07_01_14_5,True
USS-USJ6-14-01-07-01,USS,USJ6,14,01,07,01,6,01_07_01_6,True
USS-USJ6-14-01-07-TT,USS,USJ6,14,01,07,TT,6,TT_07_01_6,True
USS-USJ6-14-01-08,USS,USJ6,14,01,08,,5,08_01_14_5,True
USS-USJ6-14-01-08-01,USS,USJ6,14,01,08,01,6,01_08_01_6,True
USS-USJ6-14-01-08-TT,USS,USJ6,14,01,08,TT,6,TT_08_01_6,True
USS-USJ6-14-01-09,USS,USJ6,14,01,09,,5,09_01_14_5,True
USS-USJ6-14-01-09-01,USS,USJ6,14,01,09,01,6,01_09_01_6,True
USS-USJ6-14-01-09-TT,USS,USJ6,14,01,09,TT,6,TT_09_01_6,True
USS-USJ6-14-01-10,USS,USJ6,14,01,10,,5,10_01_14_5,True
USS-USJ6-14-01-10-01,USS,USJ6,14,01,10,01,6,01_10_01_6,True
USS-USJ6-14-01-10-TT,USS,USJ6,14,01,10,TT,6,TT_10_01_6,True
USS-USJ6-14-01-11,USS,USJ6,14,01,11,,5,11_01_14_5,True
USS-USJ6-14-01-11-01,USS,USJ6,14,01,11,01,6,01_11_01_6,True
USS-USJ6-14-01-11-TT,USS,USJ6,14,01,11,TT,6,TT_11_01_6,True
USS-USJ6-14-01-12,USS,USJ6,14,01,12,,5,12_01_14_5,True
USS-USJ6-14-01-12-01,USS,USJ6,14,01,12,01,6,01_12_01_6,True
USS-USJ6-14-01-12-TT,USS,USJ6,14,01,12,TT,6,TT_12_01_6,True
USS-USJ6-14-01-13,USS,USJ6,14,01,13,,5,13_01_14_5,True
USS-USJ6-14-01-13-01,USS,USJ6,14,01,13,01,6,01_13_01_6,True
USS-USJ6-14-01-13-TT,USS,USJ6,14,01,13,TT,6,TT_13_01_6,True
USS-USJ6-14-01-14,USS,USJ6,14,01,14,,5,14_01_14_5,True
USS-USJ6-14-01-14-01,USS,USJ6,14,01,14,01,6,01_14_01_6,True
USS-USJ6-14-01-14-TT,USS,USJ6,14,01,14,TT,6,TT_14_01_6,True
USS-USJ6-14-01-15,USS,USJ6,14,01,15,,5,15_01_14_5,True
USS-USJ6-14-01-15-01,USS,USJ6,14,01,15,01,6,01_15_01_6,True
USS-USJ6-14-01-15-TT,USS,USJ6,14,01,15,TT,6,TT_15_01_6,True
USS-USJ6-14-01-16,USS,USJ6,14,01,16,,5,16_01_14_5,True
USS-USJ6-14-01-16-01,USS,USJ6,14,01,16,01,6,01_16_01_6,True
USS-USJ6-14-01-16-TT,USS,USJ6,14,01,16,TT,6,TT_16_01_6,True
USS-USJ6-14-01-17,USS,USJ6,14,01,17,,5,17_01_14_5,True
USS-USJ6-14-01-17-01,USS,USJ6,14,01,17,01,6,01_17_01_6,True
USS-USJ6-14-01-17-TT,USS,USJ6,14,01,17,TT,6,TT_17_01_6,True
USS-USJ6-14-01-18,USS,USJ6,14,01,18,,5,18_01_14_5,True
USS-USJ6-14-01-18-01,USS,USJ6,14,01,18,01,6,01_18_01_6,True
USS-USJ6-14-01-18-TT,USS,USJ6,14,01,18,TT,6,TT_18_01_6,True
USS-USJ6-14-01-19,USS,USJ6,14,01,19,,5,19_01_14_5,True
USS-USJ6-14-01-19-01,USS,USJ6,14,01,19,01,6,01_19_01_6,True
USS-USJ6-14-01-19-TT,USS,USJ6,14,01,19,TT,6,TT_19_01_6,True
USS-USJ6-14-01-20,USS,USJ6,14,01,20,,5,20_01_14_5,True
USS-USJ6-14-01-20-01,USS,USJ6,14,01,20,01,6,01_20_01_6,True
USS-USJ6-14-01-20-TT,USS,USJ6,14,01,20,TT,6,TT_20_01_6,True
USS-USJ6-14-01-21,USS,USJ6,14,01,21,,5,21_01_14_5,True
USS-USJ6-14-01-21-01,USS,USJ6,14,01,21,01,6,01_21_01_6,True
USS-USJ6-14-01-21-TT,USS,USJ6,14,01,21,TT,6,TT_21_01_6,True
USS-USJ6-14-01-22,USS,USJ6,14,01,22,,5,22_01_14_5,True
USS-USJ6-14-01-22-01,USS,USJ6,14,01,22,01,6,01_22_01_6,True
USS-USJ6-14-01-22-TT,USS,USJ6,14,01,22,TT,6,TT_22_01_6,True
USS-USJ6-14-01-AC,USS,USJ6,14,01,AC,,5,AC_01_14_5,True
USS-USJ6-14-01-AC-GC,USS,USJ6,14,01,AC,GC,6,GC_AC_01_6,True
USS-USJ6-14-01-AC-IP,USS,USJ6,14,01,AC,IP,6,IP_AC_01_6,True
USS-USJ6-14-01-AR,USS,USJ6,14,01,AR,,5,AR_01_14_5,True
USS-USJ6-14-01-CO,USS,USJ6,14,01,CO,,5,CO_01_14_5,True
USS-USJ6-14-01-D1,USS,USJ6,14,01,D1,,5,D1_01_14_5,True
USS-USJ6-14-01-D1-GI,USS,USJ6,14,01,D1,GI,6,GI_D1_01_6,True
USS-USJ6-14-01-D1-MP,USS,USJ6,14,01,D1,MP,6,MP_D1_01_6,True
USS-USJ6-14-01-DS,USS,USJ6,14,01,DS,,5,DS_01_14_5,True
USS-USJ6-14-01-FU,USS,USJ6,14,01,FU,,5,FU_01_14_5,True
USS-USJ6-14-01-HI,USS,USJ6,14,01,HI,,5,HI_01_14_5,True
USS-USJ6-14-01-IS,USS,USJ6,14,01,IS,,5,IS_01_14_5,True
USS-USJ6-14-01-IT,USS,USJ6,14,01,IT,,5,IT_01_14_5,True
USS-USJ6-14-01-PS,USS,USJ6,14,01,PS,,5,PS_01_14_5,True
USS-USJ6-14-01-RC,USS,USJ6,14,01,RC,,5,RC_01_14_5,True
USS-USJ6-14-01-TK,USS,USJ6,14,01,TK,,5,TK_01_14_5,True
USS-USJ6-14-CL,USS,USJ6,14,CL,,,4,CL_14_4,True
USS-USJ6-14-LV,USS,USJ6,14,LV,,,4,LV_14_4,True
USS-USJ6-14-LV-CL,USS,USJ6,14,LV,CL,,5,CL_LV_14_5,True
USS-USJ6-14-LV-LA,USS,USJ6,14,LV,LA,,5,LA_LV_14_5,True
USS-USJ6-14-LV-LA-IT,USS,USJ6,14,LV,LA,IT,6,IT_LA_LV_6,True
USS-USJ6-14-LV-LA-TR,USS,USJ6,14,LV,LA,TR,6,TR_LA_LV_6,True
USS-USJ6-14-LV-LA-UN,USS,USJ6,14,LV,LA,UN,6,UN_LA_LV_6,True
USS-USJ6-14-LV-LA-UP,USS,USJ6,14,LV,LA,UP,6,UP_LA_LV_6,True
USS-USJ6-14-LV-LP,USS,USJ6,14,LV,LP,,5,LP_LV_14_5,True
USS-USJ6-14-LV-LP-01,USS,USJ6,14,LV,LP,01,6,01_LP_LV_6,True
USS-USJ6-14-LV-LP-CO,USS,USJ6,14,LV,LP,CO,6,CO_LP_LV_6,True
USS-USJ6-14-MV,USS,USJ6,14,MV,,,4,MV_14_4,True
USS-USJ6-14-MV-CL,USS,USJ6,14,MV,CL,,5,CL_MV_14_5,True
USS-USJ6-14-MV-IT,USS,USJ6,14,MV,IT,,5,IT_MV_14_5,True
USS-USJ6-14-MV-PR,USS,USJ6,14,MV,PR,,5,PR_MV_14_5,True
USS-USJ6-14-MV-SZ,USS,USJ6,14,MV,SZ,,5,SZ_MV_14_5,True
USS-USJ6-14-OC,USS,USJ6,14,OC,,,4,OC_14_4,True
USS-USJ6-14-OC-FO,USS,USJ6,14,OC,FO,,5,FO_OC_14_5,True
USS-USJ6-14-OC-MR,USS,USJ6,14,OC,MR,,5,MR_OC_14_5,True
USS-USJ6-14-ST,USS,USJ6,14,ST,,,4,ST_14_4,True
USS-USJ6-14-ST-S1,USS,USJ6,14,ST,S1,,5,S1_ST_14_5,True
USS-USJ6-14-ST-S2,USS,USJ6,14,ST,S2,,5,S2_ST_14_5,True
USS-USJ6-14-ST-S4,USS,USJ6,14,ST,S4,,5,S4_ST_14_5,True
USS-USJ6-14-T1,USS,USJ6,14,T1,,,4,T1_14_4,True
USS-USJ6-14-T1-PT,USS,USJ6,14,T1,PT,,5,PT_T1_14_5,True
USS-USJ6-14-TC,USS,USJ6,14,TC,,,4,TC_14_4,True
USS-USJ6-14-TC-AP,USS,USJ6,14,TC,AP,,5,AP_TC_14_5,True
USS-USJ6-14-TC-LN,USS,USJ6,14,TC,LN,,5,LN_TC_14_5,True
USS-USJ6-14-TS,USS,USJ6,14,TS,,,4,TS_14_4,True
USS-USJ6-14-TS-TA,USS,USJ6,14,TS,TA,,5,TA_TS_14_5,True
USS-USJ6-14-TS-TS,USS,USJ6,14,TS,TS,,5,TS_TS_14_5,True
USS-USJ6-14-TT,USS,USJ6,14,TT,,,4,TT_14_4,True
USS-USJ6-14-UP,USS,USJ6,14,UP,,,4,UP_14_4,True
USS-USJ6-15,USS,USJ6,15,,,,3,,True
USS-USJ6-15-01,USS,USJ6,15,01,,,4,01_15_4,True
USS-USJ6-15-01-01,USS,USJ6,15,01,01,,5,01_01_15_5,True
USS-USJ6-15-01-01-01,USS,USJ6,15,01,01,01,6,01_01_01_6,True
USS-USJ6-15-01-01-TT,USS,USJ6,15,01,01,TT,6,TT_01_01_6,True
USS-USJ6-15-01-02,USS,USJ6,15,01,02,,5,02_01_15_5,True
USS-USJ6-15-01-02-01,USS,USJ6,15,01,02,01,6,01_02_01_6,True
USS-USJ6-15-01-02-TT,USS,USJ6,15,01,02,TT,6,TT_02_01_6,True
USS-USJ6-15-01-03,USS,USJ6,15,01,03,,5,03_01_15_5,True
USS-USJ6-15-01-03-01,USS,USJ6,15,01,03,01,6,01_03_01_6,True
USS-USJ6-15-01-03-TT,USS,USJ6,15,01,03,TT,6,TT_03_01_6,True
USS-USJ6-15-01-04,USS,USJ6,15,01,04,,5,04_01_15_5,True
USS-USJ6-15-01-04-01,USS,USJ6,15,01,04,01,6,01_04_01_6,True
USS-USJ6-15-01-04-TT,USS,USJ6,15,01,04,TT,6,TT_04_01_6,True
USS-USJ6-15-01-05,USS,USJ6,15,01,05,,5,05_01_15_5,True
USS-USJ6-15-01-05-01,USS,USJ6,15,01,05,01,6,01_05_01_6,True
USS-USJ6-15-01-05-TT,USS,USJ6,15,01,05,TT,6,TT_05_01_6,True
USS-USJ6-15-01-06,USS,USJ6,15,01,06,,5,06_01_15_5,True
USS-USJ6-15-01-06-01,USS,USJ6,15,01,06,01,6,01_06_01_6,True
USS-USJ6-15-01-06-TT,USS,USJ6,15,01,06,TT,6,TT_06_01_6,True
USS-USJ6-15-01-07,USS,USJ6,15,01,07,,5,07_01_15_5,True
USS-USJ6-15-01-07-01,USS,USJ6,15,01,07,01,6,01_07_01_6,True
USS-USJ6-15-01-07-TT,USS,USJ6,15,01,07,TT,6,TT_07_01_6,True
USS-USJ6-15-01-08,USS,USJ6,15,01,08,,5,08_01_15_5,True
USS-USJ6-15-01-08-01,USS,USJ6,15,01,08,01,6,01_08_01_6,True
USS-USJ6-15-01-08-TT,USS,USJ6,15,01,08,TT,6,TT_08_01_6,True
USS-USJ6-15-01-09,USS,USJ6,15,01,09,,5,09_01_15_5,True
USS-USJ6-15-01-09-01,USS,USJ6,15,01,09,01,6,01_09_01_6,True
USS-USJ6-15-01-09-TT,USS,USJ6,15,01,09,TT,6,TT_09_01_6,True
USS-USJ6-15-01-10,USS,USJ6,15,01,10,,5,10_01_15_5,True
USS-USJ6-15-01-10-01,USS,USJ6,15,01,10,01,6,01_10_01_6,True
USS-USJ6-15-01-10-TT,USS,USJ6,15,01,10,TT,6,TT_10_01_6,True
USS-USJ6-15-01-11,USS,USJ6,15,01,11,,5,11_01_15_5,True
USS-USJ6-15-01-11-01,USS,USJ6,15,01,11,01,6,01_11_01_6,True
USS-USJ6-15-01-11-TT,USS,USJ6,15,01,11,TT,6,TT_11_01_6,True
USS-USJ6-15-01-12,USS,USJ6,15,01,12,,5,12_01_15_5,True
USS-USJ6-15-01-12-01,USS,USJ6,15,01,12,01,6,01_12_01_6,True
USS-USJ6-15-01-12-TT,USS,USJ6,15,01,12,TT,6,TT_12_01_6,True
USS-USJ6-15-01-13,USS,USJ6,15,01,13,,5,13_01_15_5,True
USS-USJ6-15-01-13-01,USS,USJ6,15,01,13,01,6,01_13_01_6,True
USS-USJ6-15-01-13-TT,USS,USJ6,15,01,13,TT,6,TT_13_01_6,True
USS-USJ6-15-01-14,USS,USJ6,15,01,14,,5,14_01_15_5,True
USS-USJ6-15-01-14-01,USS,USJ6,15,01,14,01,6,01_14_01_6,True
USS-USJ6-15-01-14-TT,USS,USJ6,15,01,14,TT,6,TT_14_01_6,True
USS-USJ6-15-01-15,USS,USJ6,15,01,15,,5,15_01_15_5,True
USS-USJ6-15-01-15-01,USS,USJ6,15,01,15,01,6,01_15_01_6,True
USS-USJ6-15-01-15-TT,USS,USJ6,15,01,15,TT,6,TT_15_01_6,True
USS-USJ6-15-01-16,USS,USJ6,15,01,16,,5,16_01_15_5,True
USS-USJ6-15-01-16-01,USS,USJ6,15,01,16,01,6,01_16_01_6,True
USS-USJ6-15-01-16-TT,USS,USJ6,15,01,16,TT,6,TT_16_01_6,True
USS-USJ6-15-01-17,USS,USJ6,15,01,17,,5,17_01_15_5,True
USS-USJ6-15-01-17-01,USS,USJ6,15,01,17,01,6,01_17_01_6,True
USS-USJ6-15-01-17-TT,USS,USJ6,15,01,17,TT,6,TT_17_01_6,True
USS-USJ6-15-01-18,USS,USJ6,15,01,18,,5,18_01_15_5,True
USS-USJ6-15-01-18-01,USS,USJ6,15,01,18,01,6,01_18_01_6,True
USS-USJ6-15-01-18-TT,USS,USJ6,15,01,18,TT,6,TT_18_01_6,True
USS-USJ6-15-01-19,USS,USJ6,15,01,19,,5,19_01_15_5,True
USS-USJ6-15-01-19-01,USS,USJ6,15,01,19,01,6,01_19_01_6,True
USS-USJ6-15-01-19-TT,USS,USJ6,15,01,19,TT,6,TT_19_01_6,True
USS-USJ6-15-01-20,USS,USJ6,15,01,20,,5,20_01_15_5,True
USS-USJ6-15-01-20-01,USS,USJ6,15,01,20,01,6,01_20_01_6,True
USS-USJ6-15-01-20-TT,USS,USJ6,15,01,20,TT,6,TT_20_01_6,True
USS-USJ6-15-01-AC,USS,USJ6,15,01,AC,,5,AC_01_15_5,True
USS-USJ6-15-01-AC-GC,USS,USJ6,15,01,AC,GC,6,GC_AC_01_6,True
USS-USJ6-15-01-AC-IP,USS,USJ6,15,01,AC,IP,6,IP_AC_01_6,True
USS-USJ6-15-01-AR,USS,USJ6,15,01,AR,,5,AR_01_15_5,True
USS-USJ6-15-01-CO,USS,USJ6,15,01,CO,,5,CO_01_15_5,True
USS-USJ6-15-01-D1,USS,USJ6,15,01,D1,,5,D1_01_15_5,True
USS-USJ6-15-01-D1-GI,USS,USJ6,15,01,D1,GI,6,GI_D1_01_6,True
USS-USJ6-15-01-D1-MP,USS,USJ6,15,01,D1,MP,6,MP_D1_01_6,True
USS-USJ6-15-01-DS,USS,USJ6,15,01,DS,,5,DS_01_15_5,True
USS-USJ6-15-01-FU,USS,USJ6,15,01,FU,,5,FU_01_15_5,True
USS-USJ6-15-01-HI,USS,USJ6,15,01,HI,,5,HI_01_15_5,True
USS-USJ6-15-01-IS,USS,USJ6,15,01,IS,,5,IS_01_15_5,True
USS-USJ6-15-01-IT,USS,USJ6,15,01,IT,,5,IT_01_15_5,True
USS-USJ6-15-01-PS,USS,USJ6,15,01,PS,,5,PS_01_15_5,True
USS-USJ6-15-01-RC,USS,USJ6,15,01,RC,,5,RC_01_15_5,True
USS-USJ6-15-01-TK,USS,USJ6,15,01,TK,,5,TK_01_15_5,True
USS-USJ6-15-CL,USS,USJ6,15,CL,,,4,CL_15_4,True
USS-USJ6-15-LV,USS,USJ6,15,LV,,,4,LV_15_4,True
USS-USJ6-15-LV-CL,USS,USJ6,15,LV,CL,,5,CL_LV_15_5,True
USS-USJ6-15-LV-LA,USS,USJ6,15,LV,LA,,5,LA_LV_15_5,True
USS-USJ6-15-LV-LA-IT,USS,USJ6,15,LV,LA,IT,6,IT_LA_LV_6,True
USS-USJ6-15-LV-LA-TR,USS,USJ6,15,LV,LA,TR,6,TR_LA_LV_6,True
USS-USJ6-15-LV-LA-UN,USS,USJ6,15,LV,LA,UN,6,UN_LA_LV_6,True
USS-USJ6-15-LV-LA-UP,USS,USJ6,15,LV,LA,UP,6,UP_LA_LV_6,True
USS-USJ6-15-LV-LP,USS,USJ6,15,LV,LP,,5,LP_LV_15_5,True
USS-USJ6-15-LV-LP-01,USS,USJ6,15,LV,LP,01,6,01_LP_LV_6,True
USS-USJ6-15-LV-LP-CO,USS,USJ6,15,LV,LP,CO,6,CO_LP_LV_6,True
USS-USJ6-15-MV,USS,USJ6,15,MV,,,4,MV_15_4,True
USS-USJ6-15-MV-CL,USS,USJ6,15,MV,CL,,5,CL_MV_15_5,True
USS-USJ6-15-MV-IT,USS,USJ6,15,MV,IT,,5,IT_MV_15_5,True
USS-USJ6-15-MV-PR,USS,USJ6,15,MV,PR,,5,PR_MV_15_5,True
USS-USJ6-15-MV-SZ,USS,USJ6,15,MV,SZ,,5,SZ_MV_15_5,True
USS-USJ6-15-OC,USS,USJ6,15,OC,,,4,OC_15_4,True
USS-USJ6-15-OC-FO,USS,USJ6,15,OC,FO,,5,FO_OC_15_5,True
USS-USJ6-15-OC-MR,USS,USJ6,15,OC,MR,,5,MR_OC_15_5,True
USS-USJ6-15-ST,USS,USJ6,15,ST,,,4,ST_15_4,True
USS-USJ6-15-ST-S1,USS,USJ6,15,ST,S1,,5,S1_ST_15_5,True
USS-USJ6-15-ST-S2,USS,USJ6,15,ST,S2,,5,S2_ST_15_5,True
USS-USJ6-15-ST-S4,USS,USJ6,15,ST,S4,,5,S4_ST_15_5,True
USS-USJ6-15-T1,USS,USJ6,15,T1,,,4,T1_15_4,True
USS-USJ6-15-T1-PT,USS,USJ6,15,T1,PT,,5,PT_T1_15_5,True
USS-USJ6-15-TC,USS,USJ6,15,TC,,,4,TC_15_4,True
USS-USJ6-15-TC-AP,USS,USJ6,15,TC,AP,,5,AP_TC_15_5,True
USS-USJ6-15-TC-LN,USS,USJ6,15,TC,LN,,5,LN_TC_15_5,True
USS-USJ6-15-TS,USS,USJ6,15,TS,,,4,TS_15_4,True
USS-USJ6-15-TS-TA,USS,USJ6,15,TS,TA,,5,TA_TS_15_5,True
USS-USJ6-15-TS-TS,USS,USJ6,15,TS,TS,,5,TS_TS_15_5,True
USS-USJ6-15-TT,USS,USJ6,15,TT,,,4,TT_15_4,True
USS-USJ6-15-UP,USS,USJ6,15,UP,,,4,UP_15_4,True
USS-USJ6-16,USS,USJ6,16,,,,3,,True
USS-USJ6-16-01,USS,USJ6,16,01,,,4,01_16_4,True
USS-USJ6-16-01-01,USS,USJ6,16,01,01,,5,01_01_16_5,True
USS-USJ6-16-01-01-01,USS,USJ6,16,01,01,01,6,01_01_01_6,True
USS-USJ6-16-01-01-TT,USS,USJ6,16,01,01,TT,6,TT_01_01_6,True
USS-USJ6-16-01-02,USS,USJ6,16,01,02,,5,02_01_16_5,True
USS-USJ6-16-01-02-01,USS,USJ6,16,01,02,01,6,01_02_01_6,True
USS-USJ6-16-01-02-TT,USS,USJ6,16,01,02,TT,6,TT_02_01_6,True
USS-USJ6-16-01-03,USS,USJ6,16,01,03,,5,03_01_16_5,True
USS-USJ6-16-01-03-01,USS,USJ6,16,01,03,01,6,01_03_01_6,True
USS-USJ6-16-01-03-TT,USS,USJ6,16,01,03,TT,6,TT_03_01_6,True
USS-USJ6-16-01-04,USS,USJ6,16,01,04,,5,04_01_16_5,True
USS-USJ6-16-01-04-01,USS,USJ6,16,01,04,01,6,01_04_01_6,True
USS-USJ6-16-01-04-TT,USS,USJ6,16,01,04,TT,6,TT_04_01_6,True
USS-USJ6-16-01-05,USS,USJ6,16,01,05,,5,05_01_16_5,True
USS-USJ6-16-01-05-01,USS,USJ6,16,01,05,01,6,01_05_01_6,True
USS-USJ6-16-01-05-TT,USS,USJ6,16,01,05,TT,6,TT_05_01_6,True
USS-USJ6-16-01-06,USS,USJ6,16,01,06,,5,06_01_16_5,True
USS-USJ6-16-01-06-01,USS,USJ6,16,01,06,01,6,01_06_01_6,True
USS-USJ6-16-01-06-TT,USS,USJ6,16,01,06,TT,6,TT_06_01_6,True
USS-USJ6-16-01-07,USS,USJ6,16,01,07,,5,07_01_16_5,True
USS-USJ6-16-01-07-01,USS,USJ6,16,01,07,01,6,01_07_01_6,True
USS-USJ6-16-01-07-TT,USS,USJ6,16,01,07,TT,6,TT_07_01_6,True
USS-USJ6-16-01-08,USS,USJ6,16,01,08,,5,08_01_16_5,True
USS-USJ6-16-01-08-01,USS,USJ6,16,01,08,01,6,01_08_01_6,True
USS-USJ6-16-01-08-TT,USS,USJ6,16,01,08,TT,6,TT_08_01_6,True
USS-USJ6-16-01-09,USS,USJ6,16,01,09,,5,09_01_16_5,True
USS-USJ6-16-01-09-01,USS,USJ6,16,01,09,01,6,01_09_01_6,True
USS-USJ6-16-01-09-TT,USS,USJ6,16,01,09,TT,6,TT_09_01_6,True
