FL,Livello_1,Livello_2,Livello_3,Livello_4,Livello_5,Livello_6,FL_Lunghezza,Check,Check_Result
USS-USJ6-29-01-15-01,USS,USJ6,29,01,15,01,6,01_15_01_6,True
USS-USJ6-29-01-15-TT,USS,USJ6,29,01,15,TT,6,TT_15_01_6,True
USS-USJ6-29-01-16,USS,USJ6,29,01,16,,5,16_01_29_5,True
USS-USJ6-29-01-16-01,USS,USJ6,29,01,16,01,6,01_16_01_6,True
USS-USJ6-29-01-16-TT,USS,USJ6,29,01,16,TT,6,TT_16_01_6,True
USS-USJ6-29-01-17,USS,USJ6,29,01,17,,5,17_01_29_5,True
USS-USJ6-29-01-17-01,USS,USJ6,29,01,17,01,6,01_17_01_6,True
USS-USJ6-29-01-17-TT,USS,USJ6,29,01,17,TT,6,TT_17_01_6,True
USS-USJ6-29-01-18,USS,USJ6,29,01,18,,5,18_01_29_5,True
USS-USJ6-29-01-18-01,USS,USJ6,29,01,18,01,6,01_18_01_6,True
USS-USJ6-29-01-18-TT,USS,USJ6,29,01,18,TT,6,TT_18_01_6,True
USS-USJ6-29-01-19,USS,USJ6,29,01,19,,5,19_01_29_5,True
USS-USJ6-29-01-19-01,USS,USJ6,29,01,19,01,6,01_19_01_6,True
USS-USJ6-29-01-19-TT,USS,USJ6,29,01,19,TT,6,TT_19_01_6,True
USS-USJ6-29-01-20,USS,USJ6,29,01,20,,5,20_01_29_5,True
USS-USJ6-29-01-20-01,USS,USJ6,29,01,20,01,6,01_20_01_6,True
USS-USJ6-29-01-20-TT,USS,USJ6,29,01,20,TT,6,TT_20_01_6,True
USS-USJ6-29-01-AC,USS,USJ6,29,01,AC,,5,AC_01_29_5,True
USS-USJ6-29-01-AC-GC,USS,USJ6,29,01,AC,GC,6,GC_AC_01_6,True
USS-USJ6-29-01-AC-IP,USS,USJ6,29,01,AC,IP,6,IP_AC_01_6,True
USS-USJ6-29-01-AR,USS,USJ6,29,01,AR,,5,AR_01_29_5,True
USS-USJ6-29-01-CO,USS,USJ6,29,01,CO,,5,CO_01_29_5,True
USS-USJ6-29-01-D1,USS,USJ6,29,01,D1,,5,D1_01_29_5,True
USS-USJ6-29-01-D1-GI,USS,USJ6,29,01,D1,GI,6,GI_D1_01_6,True
USS-USJ6-29-01-D1-MP,USS,USJ6,29,01,D1,MP,6,MP_D1_01_6,True
USS-USJ6-29-01-DS,USS,USJ6,29,01,DS,,5,DS_01_29_5,True
USS-USJ6-29-01-FU,USS,USJ6,29,01,FU,,5,FU_01_29_5,True
USS-USJ6-29-01-HI,USS,USJ6,29,01,HI,,5,HI_01_29_5,True
USS-USJ6-29-01-IS,USS,USJ6,29,01,IS,,5,IS_01_29_5,True
USS-USJ6-29-01-IT,USS,USJ6,29,01,IT,,5,IT_01_29_5,True
USS-USJ6-29-01-PS,USS,USJ6,29,01,PS,,5,PS_01_29_5,True
USS-USJ6-29-01-RC,USS,USJ6,29,01,RC,,5,RC_01_29_5,True
USS-USJ6-29-01-TK,USS,USJ6,29,01,TK,,5,TK_01_29_5,True
USS-USJ6-29-CL,USS,USJ6,29,CL,,,4,CL_29_4,True
USS-USJ6-29-LV,USS,USJ6,29,LV,,,4,LV_29_4,True
USS-USJ6-29-LV-CL,USS,USJ6,29,LV,CL,,5,CL_LV_29_5,True
USS-USJ6-29-LV-LA,USS,USJ6,29,LV,LA,,5,LA_LV_29_5,True
USS-USJ6-29-LV-LA-IT,USS,USJ6,29,LV,LA,IT,6,IT_LA_LV_6,True
USS-USJ6-29-LV-LA-TR,USS,USJ6,29,LV,LA,TR,6,TR_LA_LV_6,True
USS-USJ6-29-LV-LA-UN,USS,USJ6,29,LV,LA,UN,6,UN_LA_LV_6,True
USS-USJ6-29-LV-LA-UP,USS,USJ6,29,LV,LA,UP,6,UP_LA_LV_6,True
USS-USJ6-29-LV-LP,USS,USJ6,29,LV,LP,,5,LP_LV_29_5,True
USS-USJ6-29-LV-LP-01,USS,USJ6,29,LV,LP,01,6,01_LP_LV_6,True
USS-USJ6-29-LV-LP-CO,USS,USJ6,29,LV,LP,CO,6,CO_LP_LV_6,True
USS-USJ6-29-MV,USS,USJ6,29,MV,,,4,MV_29_4,True
USS-USJ6-29-MV-CL,USS,USJ6,29,MV,CL,,5,CL_MV_29_5,True
USS-USJ6-29-MV-IT,USS,USJ6,29,MV,IT,,5,IT_MV_29_5,True
USS-USJ6-29-MV-PR,USS,USJ6,29,MV,PR,,5,PR_MV_29_5,True
USS-USJ6-29-MV-SZ,USS,USJ6,29,MV,SZ,,5,SZ_MV_29_5,True
USS-USJ6-29-OC,USS,USJ6,29,OC,,,4,OC_29_4,True
USS-USJ6-29-OC-FO,USS,USJ6,29,OC,FO,,5,FO_OC_29_5,True
USS-USJ6-29-OC-MR,USS,USJ6,29,OC,MR,,5,MR_OC_29_5,True
USS-USJ6-29-ST,USS,USJ6,29,ST,,,4,ST_29_4,True
USS-USJ6-29-ST-S1,USS,USJ6,29,ST,S1,,5,S1_ST_29_5,True
USS-USJ6-29-ST-S2,USS,USJ6,29,ST,S2,,5,S2_ST_29_5,True
USS-USJ6-29-ST-S4,USS,USJ6,29,ST,S4,,5,S4_ST_29_5,True
USS-USJ6-29-T1,USS,USJ6,29,T1,,,4,T1_29_4,True
USS-USJ6-29-T1-PT,USS,USJ6,29,T1,PT,,5,PT_T1_29_5,True
USS-USJ6-29-TC,USS,USJ6,29,TC,,,4,TC_29_4,True
USS-USJ6-29-TC-AP,USS,USJ6,29,TC,AP,,5,AP_TC_29_5,True
USS-USJ6-29-TC-LN,USS,USJ6,29,TC,LN,,5,LN_TC_29_5,True
USS-USJ6-29-TS,USS,USJ6,29,TS,,,4,TS_29_4,True
USS-USJ6-29-TS-TA,USS,USJ6,29,TS,TA,,5,TA_TS_29_5,True
USS-USJ6-29-TS-TS,USS,USJ6,29,TS,TS,,5,TS_TS_29_5,True
USS-USJ6-29-TT,USS,USJ6,29,TT,,,4,TT_29_4,True
USS-USJ6-29-UP,USS,USJ6,29,UP,,,4,UP_29_4,True
USS-USJ6-30,USS,USJ6,30,,,,3,,True
USS-USJ6-30-01,USS,USJ6,30,01,,,4,01_30_4,True
USS-USJ6-30-01-01,USS,USJ6,30,01,01,,5,01_01_30_5,True
USS-USJ6-30-01-01-01,USS,USJ6,30,01,01,01,6,01_01_01_6,True
USS-USJ6-30-01-01-TT,USS,USJ6,30,01,01,TT,6,TT_01_01_6,True
USS-USJ6-30-01-02,USS,USJ6,30,01,02,,5,02_01_30_5,True
USS-USJ6-30-01-02-01,USS,USJ6,30,01,02,01,6,01_02_01_6,True
USS-USJ6-30-01-02-TT,USS,USJ6,30,01,02,TT,6,TT_02_01_6,True
USS-USJ6-30-01-03,USS,USJ6,30,01,03,,5,03_01_30_5,True
USS-USJ6-30-01-03-01,USS,USJ6,30,01,03,01,6,01_03_01_6,True
USS-USJ6-30-01-03-TT,USS,USJ6,30,01,03,TT,6,TT_03_01_6,True
USS-USJ6-30-01-04,USS,USJ6,30,01,04,,5,04_01_30_5,True
USS-USJ6-30-01-04-01,USS,USJ6,30,01,04,01,6,01_04_01_6,True
USS-USJ6-30-01-04-TT,USS,USJ6,30,01,04,TT,6,TT_04_01_6,True
USS-USJ6-30-01-05,USS,USJ6,30,01,05,,5,05_01_30_5,True
USS-USJ6-30-01-05-01,USS,USJ6,30,01,05,01,6,01_05_01_6,True
USS-USJ6-30-01-05-TT,USS,USJ6,30,01,05,TT,6,TT_05_01_6,True
USS-USJ6-30-01-06,USS,USJ6,30,01,06,,5,06_01_30_5,True
USS-USJ6-30-01-06-01,USS,USJ6,30,01,06,01,6,01_06_01_6,True
USS-USJ6-30-01-06-TT,USS,USJ6,30,01,06,TT,6,TT_06_01_6,True
USS-USJ6-30-01-07,USS,USJ6,30,01,07,,5,07_01_30_5,True
USS-USJ6-30-01-07-01,USS,USJ6,30,01,07,01,6,01_07_01_6,True
USS-USJ6-30-01-07-TT,USS,USJ6,30,01,07,TT,6,TT_07_01_6,True
USS-USJ6-30-01-08,USS,USJ6,30,01,08,,5,08_01_30_5,True
USS-USJ6-30-01-08-01,USS,USJ6,30,01,08,01,6,01_08_01_6,True
USS-USJ6-30-01-08-TT,USS,USJ6,30,01,08,TT,6,TT_08_01_6,True
USS-USJ6-30-01-09,USS,USJ6,30,01,09,,5,09_01_30_5,True
USS-USJ6-30-01-09-01,USS,USJ6,30,01,09,01,6,01_09_01_6,True
USS-USJ6-30-01-09-TT,USS,USJ6,30,01,09,TT,6,TT_09_01_6,True
USS-USJ6-30-01-10,USS,USJ6,30,01,10,,5,10_01_30_5,True
USS-USJ6-30-01-10-01,USS,USJ6,30,01,10,01,6,01_10_01_6,True
USS-USJ6-30-01-10-TT,USS,USJ6,30,01,10,TT,6,TT_10_01_6,True
USS-USJ6-30-01-11,USS,USJ6,30,01,11,,5,11_01_30_5,True
USS-USJ6-30-01-11-01,USS,USJ6,30,01,11,01,6,01_11_01_6,True
USS-USJ6-30-01-11-TT,USS,USJ6,30,01,11,TT,6,TT_11_01_6,True
USS-USJ6-30-01-12,USS,USJ6,30,01,12,,5,12_01_30_5,True
USS-USJ6-30-01-12-01,USS,USJ6,30,01,12,01,6,01_12_01_6,True
USS-USJ6-30-01-12-TT,USS,USJ6,30,01,12,TT,6,TT_12_01_6,True
USS-USJ6-30-01-13,USS,USJ6,30,01,13,,5,13_01_30_5,True
USS-USJ6-30-01-13-01,USS,USJ6,30,01,13,01,6,01_13_01_6,True
USS-USJ6-30-01-13-TT,USS,USJ6,30,01,13,TT,6,TT_13_01_6,True
USS-USJ6-30-01-14,USS,USJ6,30,01,14,,5,14_01_30_5,True
USS-USJ6-30-01-14-01,USS,USJ6,30,01,14,01,6,01_14_01_6,True
USS-USJ6-30-01-14-TT,USS,USJ6,30,01,14,TT,6,TT_14_01_6,True
USS-USJ6-30-01-15,USS,USJ6,30,01,15,,5,15_01_30_5,True
USS-USJ6-30-01-15-01,USS,USJ6,30,01,15,01,6,01_15_01_6,True
USS-USJ6-30-01-15-TT,USS,USJ6,30,01,15,TT,6,TT_15_01_6,True
USS-USJ6-30-01-16,USS,USJ6,30,01,16,,5,16_01_30_5,True
USS-USJ6-30-01-16-01,USS,USJ6,30,01,16,01,6,01_16_01_6,True
USS-USJ6-30-01-16-TT,USS,USJ6,30,01,16,TT,6,TT_16_01_6,True
USS-USJ6-30-01-17,USS,USJ6,30,01,17,,5,17_01_30_5,True
USS-USJ6-30-01-17-01,USS,USJ6,30,01,17,01,6,01_17_01_6,True
USS-USJ6-30-01-17-TT,USS,USJ6,30,01,17,TT,6,TT_17_01_6,True
USS-USJ6-30-01-18,USS,USJ6,30,01,18,,5,18_01_30_5,True
USS-USJ6-30-01-18-01,USS,USJ6,30,01,18,01,6,01_18_01_6,True
USS-USJ6-30-01-18-TT,USS,USJ6,30,01,18,TT,6,TT_18_01_6,True
USS-USJ6-30-01-19,USS,USJ6,30,01,19,,5,19_01_30_5,True
USS-USJ6-30-01-19-01,USS,USJ6,30,01,19,01,6,01_19_01_6,True
USS-USJ6-30-01-19-TT,USS,USJ6,30,01,19,TT,6,TT_19_01_6,True
USS-USJ6-30-01-20,USS,USJ6,30,01,20,,5,20_01_30_5,True
USS-USJ6-30-01-20-01,USS,USJ6,30,01,20,01,6,01_20_01_6,True
USS-USJ6-30-01-20-TT,USS,USJ6,30,01,20,TT,6,TT_20_01_6,True
USS-USJ6-30-01-21,USS,USJ6,30,01,21,,5,21_01_30_5,True
USS-USJ6-30-01-21-01,USS,USJ6,30,01,21,01,6,01_21_01_6,True
USS-USJ6-30-01-21-TT,USS,USJ6,30,01,21,TT,6,TT_21_01_6,True
USS-USJ6-30-01-AC,USS,USJ6,30,01,AC,,5,AC_01_30_5,True
USS-USJ6-30-01-AC-GC,USS,USJ6,30,01,AC,GC,6,GC_AC_01_6,True
USS-USJ6-30-01-AC-IP,USS,USJ6,30,01,AC,IP,6,IP_AC_01_6,True
USS-USJ6-30-01-AR,USS,USJ6,30,01,AR,,5,AR_01_30_5,True
USS-USJ6-30-01-CO,USS,USJ6,30,01,CO,,5,CO_01_30_5,True
USS-USJ6-30-01-D1,USS,USJ6,30,01,D1,,5,D1_01_30_5,True
USS-USJ6-30-01-D1-GI,USS,USJ6,30,01,D1,GI,6,GI_D1_01_6,True
USS-USJ6-30-01-D1-MP,USS,USJ6,30,01,D1,MP,6,MP_D1_01_6,True
USS-USJ6-30-01-DS,USS,USJ6,30,01,DS,,5,DS_01_30_5,True
USS-USJ6-30-01-FU,USS,USJ6,30,01,FU,,5,FU_01_30_5,True
USS-USJ6-30-01-HI,USS,USJ6,30,01,HI,,5,HI_01_30_5,True
USS-USJ6-30-01-IS,USS,USJ6,30,01,IS,,5,IS_01_30_5,True
USS-USJ6-30-01-IT,USS,USJ6,30,01,IT,,5,IT_01_30_5,True
USS-USJ6-30-01-PS,USS,USJ6,30,01,PS,,5,PS_01_30_5,True
USS-USJ6-30-01-RC,USS,USJ6,30,01,RC,,5,RC_01_30_5,True
USS-USJ6-30-01-TK,USS,USJ6,30,01,TK,,5,TK_01_30_5,True
USS-USJ6-30-CL,USS,USJ6,30,CL,,,4,CL_30_4,True
USS-USJ6-30-LV,USS,USJ6,30,LV,,,4,LV_30_4,True
USS-USJ6-30-LV-CL,USS,USJ6,30,LV,CL,,5,CL_LV_30_5,True
USS-USJ6-30-LV-LA,USS,USJ6,30,LV,LA,,5,LA_LV_30_5,True
USS-USJ6-30-LV-LA-IT,USS,USJ6,30,LV,LA,IT,6,IT_LA_LV_6,True
USS-USJ6-30-LV-LA-TR,USS,USJ6,30,LV,LA,TR,6,TR_LA_LV_6,True
USS-USJ6-30-LV-LA-UN,USS,USJ6,30,LV,LA,UN,6,UN_LA_LV_6,True
USS-USJ6-30-LV-LA-UP,USS,USJ6,30,LV,LA,UP,6,UP_LA_LV_6,True
USS-USJ6-30-LV-LP,USS,USJ6,30,LV,LP,,5,LP_LV_30_5,True
USS-USJ6-30-LV-LP-01,USS,USJ6,30,LV,LP,01,6,01_LP_LV_6,True
USS-USJ6-30-LV-LP-CO,USS,USJ6,30,LV,LP,CO,6,CO_LP_LV_6,True
USS-USJ6-30-MV,USS,USJ6,30,MV,,,4,MV_30_4,True
USS-USJ6-30-MV-CL,USS,USJ6,30,MV,CL,,5,CL_MV_30_5,True
USS-USJ6-30-MV-IT,USS,USJ6,30,MV,IT,,5,IT_MV_30_5,True
USS-USJ6-30-MV-PR,USS,USJ6,30,MV,PR,,5,PR_MV_30_5,True
USS-USJ6-30-MV-SZ,USS,USJ6,30,MV,SZ,,5,SZ_MV_30_5,True
USS-USJ6-30-OC,USS,USJ6,30,OC,,,4,OC_30_4,True
USS-USJ6-30-OC-FO,USS,USJ6,30,OC,FO,,5,FO_OC_30_5,True
USS-USJ6-30-OC-MR,USS,USJ6,30,OC,MR,,5,MR_OC_30_5,True
USS-USJ6-30-ST,USS,USJ6,30,ST,,,4,ST_30_4,True
USS-USJ6-30-ST-S1,USS,USJ6,30,ST,S1,,5,S1_ST_30_5,True
USS-USJ6-30-ST-S2,USS,USJ6,30,ST,S2,,5,S2_ST_30_5,True
USS-USJ6-30-ST-S4,USS,USJ6,30,ST,S4,,5,S4_ST_30_5,True
USS-USJ6-30-T1,USS,USJ6,30,T1,,,4,T1_30_4,True
USS-USJ6-30-T1-PT,USS,USJ6,30,T1,PT,,5,PT_T1_30_5,True
USS-USJ6-30-TC,USS,USJ6,30,TC,,,4,TC_30_4,True
USS-USJ6-30-TC-AP,USS,USJ6,30,TC,AP,,5,AP_TC_30_5,True
USS-USJ6-30-TC-LN,USS,USJ6,30,TC,LN,,5,LN_TC_30_5,True
USS-USJ6-30-TS,USS,USJ6,30,TS,,,4,TS_30_4,True
USS-USJ6-30-TS-TA,USS,USJ6,30,TS,TA,,5,TA_TS_30_5,True
USS-USJ6-30-TS-TS,USS,USJ6,30,TS,TS,,5,TS_TS_30_5,True
USS-USJ6-30-TT,USS,USJ6,30,TT,,,4,TT_30_4,True
USS-USJ6-30-UP,USS,USJ6,30,UP,,,4,UP_30_4,True
USS-USJ6-31,USS,USJ6,31,,,,3,,True
USS-USJ6-31-01,USS,USJ6,31,01,,,4,01_31_4,True
USS-USJ6-31-01-01,USS,USJ6,31,01,01,,5,01_01_31_5,True
USS-USJ6-31-01-01-01,USS,USJ6,31,01,01,01,6,01_01_01_6,True
USS-USJ6-31-01-01-TT,USS,USJ6,31,01,01,TT,6,TT_01_01_6,True
USS-USJ6-31-01-02,USS,USJ6,31,01,02,,5,02_01_31_5,True
USS-USJ6-31-01-02-01,USS,USJ6,31,01,02,01,6,01_02_01_6,True
USS-USJ6-31-01-02-TT,USS,USJ6,31,01,02,TT,6,TT_02_01_6,True
USS-USJ6-31-01-03,USS,USJ6,31,01,03,,5,03_01_31_5,True
USS-USJ6-31-01-03-01,USS,USJ6,31,01,03,01,6,01_03_01_6,True
USS-USJ6-31-01-03-TT,USS,USJ6,31,01,03,TT,6,TT_03_01_6,True
USS-USJ6-31-01-04,USS,USJ6,31,01,04,,5,04_01_31_5,True
USS-USJ6-31-01-04-01,USS,USJ6,31,01,04,01,6,01_04_01_6,True
USS-USJ6-31-01-04-TT,USS,USJ6,31,01,04,TT,6,TT_04_01_6,True
USS-USJ6-31-01-05,USS,USJ6,31,01,05,,5,05_01_31_5,True
USS-USJ6-31-01-05-01,USS,USJ6,31,01,05,01,6,01_05_01_6,True
USS-USJ6-31-01-05-TT,USS,USJ6,31,01,05,TT,6,TT_05_01_6,True
USS-USJ6-31-01-06,USS,USJ6,31,01,06,,5,06_01_31_5,True
USS-USJ6-31-01-06-01,USS,USJ6,31,01,06,01,6,01_06_01_6,True
USS-USJ6-31-01-06-TT,USS,USJ6,31,01,06,TT,6,TT_06_01_6,True
USS-USJ6-31-01-07,USS,USJ6,31,01,07,,5,07_01_31_5,True
USS-USJ6-31-01-07-01,USS,USJ6,31,01,07,01,6,01_07_01_6,True
USS-USJ6-31-01-07-TT,USS,USJ6,31,01,07,TT,6,TT_07_01_6,True
USS-USJ6-31-01-08,USS,USJ6,31,01,08,,5,08_01_31_5,True
USS-USJ6-31-01-08-01,USS,USJ6,31,01,08,01,6,01_08_01_6,True
USS-USJ6-31-01-08-TT,USS,USJ6,31,01,08,TT,6,TT_08_01_6,True
USS-USJ6-31-01-09,USS,USJ6,31,01,09,,5,09_01_31_5,True
USS-USJ6-31-01-09-01,USS,USJ6,31,01,09,01,6,01_09_01_6,True
USS-USJ6-31-01-09-TT,USS,USJ6,31,01,09,TT,6,TT_09_01_6,True
USS-USJ6-31-01-10,USS,USJ6,31,01,10,,5,10_01_31_5,True
USS-USJ6-31-01-10-01,USS,USJ6,31,01,10,01,6,01_10_01_6,True
USS-USJ6-31-01-10-TT,USS,USJ6,31,01,10,TT,6,TT_10_01_6,True
USS-USJ6-31-01-11,USS,USJ6,31,01,11,,5,11_01_31_5,True
USS-USJ6-31-01-11-01,USS,USJ6,31,01,11,01,6,01_11_01_6,True
USS-USJ6-31-01-11-TT,USS,USJ6,31,01,11,TT,6,TT_11_01_6,True
USS-USJ6-31-01-12,USS,USJ6,31,01,12,,5,12_01_31_5,True
USS-USJ6-31-01-12-01,USS,USJ6,31,01,12,01,6,01_12_01_6,True
USS-USJ6-31-01-12-TT,USS,USJ6,31,01,12,TT,6,TT_12_01_6,True
USS-USJ6-31-01-13,USS,USJ6,31,01,13,,5,13_01_31_5,True
USS-USJ6-31-01-13-01,USS,USJ6,31,01,13,01,6,01_13_01_6,True
USS-USJ6-31-01-13-TT,USS,USJ6,31,01,13,TT,6,TT_13_01_6,True
USS-USJ6-31-01-14,USS,USJ6,31,01,14,,5,14_01_31_5,True
USS-USJ6-31-01-14-01,USS,USJ6,31,01,14,01,6,01_14_01_6,True
USS-USJ6-31-01-14-TT,USS,USJ6,31,01,14,TT,6,TT_14_01_6,True
USS-USJ6-31-01-15,USS,USJ6,31,01,15,,5,15_01_31_5,True
USS-USJ6-31-01-15-01,USS,USJ6,31,01,15,01,6,01_15_01_6,True
USS-USJ6-31-01-15-TT,USS,USJ6,31,01,15,TT,6,TT_15_01_6,True
USS-USJ6-31-01-16,USS,USJ6,31,01,16,,5,16_01_31_5,True
USS-USJ6-31-01-16-01,USS,USJ6,31,01,16,01,6,01_16_01_6,True
USS-USJ6-31-01-16-TT,USS,USJ6,31,01,16,TT,6,TT_16_01_6,True
USS-USJ6-31-01-17,USS,USJ6,31,01,17,,5,17_01_31_5,True
USS-USJ6-31-01-17-01,USS,USJ6,31,01,17,01,6,01_17_01_6,True
USS-USJ6-31-01-17-TT,USS,USJ6,31,01,17,TT,6,TT_17_01_6,True
USS-USJ6-31-01-18,USS,USJ6,31,01,18,,5,18_01_31_5,True
USS-USJ6-31-01-18-01,USS,USJ6,31,01,18,01,6,01_18_01_6,True
USS-USJ6-31-01-18-TT,USS,USJ6,31,01,18,TT,6,TT_18_01_6,True
USS-USJ6-31-01-19,USS,USJ6,31,01,19,,5,19_01_31_5,True
USS-USJ6-31-01-19-01,USS,USJ6,31,01,19,01,6,01_19_01_6,True
USS-USJ6-31-01-19-TT,USS,USJ6,31,01,19,TT,6,TT_19_01_6,True
USS-USJ6-31-01-20,USS,USJ6,31,01,20,,5,20_01_31_5,True
USS-USJ6-31-01-20-01,USS,USJ6,31,01,20,01,6,01_20_01_6,True
USS-USJ6-31-01-20-TT,USS,USJ6,31,01,20,TT,6,TT_20_01_6,True
USS-USJ6-31-01-21,USS,USJ6,31,01,21,,5,21_01_31_5,True
USS-USJ6-31-01-21-01,USS,USJ6,31,01,21,01,6,01_21_01_6,True
USS-USJ6-31-01-21-TT,USS,USJ6,31,01,21,TT,6,TT_21_01_6,True
USS-USJ6-31-01-22,USS,USJ6,31,01,22,,5,22_01_31_5,True
USS-USJ6-31-01-22-01,USS,USJ6,31,01,22,01,6,01_22_01_6,True
USS-USJ6-31-01-22-TT,USS,USJ6,31,01,22,TT,6,TT_22_01_6,True
USS-USJ6-31-01-AC,USS,USJ6,31,01,AC,,5,AC_01_31_5,True
USS-USJ6-31-01-AC-GC,USS,USJ6,31,01,AC,GC,6,GC_AC_01_6,True
USS-USJ6-31-01-AC-IP,USS,USJ6,31,01,AC,IP,6,IP_AC_01_6,True
USS-USJ6-31-01-AR,USS,USJ6,31,01,AR,,5,AR_01_31_5,True
USS-USJ6-31-01-CO,USS,USJ6,31,01,CO,,5,CO_01_31_5,True
USS-USJ6-31-01-D1,USS,USJ6,31,01,D1,,5,D1_01_31_5,True
USS-USJ6-31-01-D1-GI,USS,USJ6,31,01,D1,GI,6,GI_D1_01_6,True
USS-USJ6-31-01-D1-MP,USS,USJ6,31,01,D1,MP,6,MP_D1_01_6,True
USS-USJ6-31-01-DS,USS,USJ6,31,01,DS,,5,DS_01_31_5,True
USS-USJ6-31-01-FU,USS,USJ6,31,01,FU,,5,FU_01_31_5,True
USS-USJ6-31-01-HI,USS,USJ6,31,01,HI,,5,HI_01_31_5,True
USS-USJ6-31-01-IS,USS,USJ6,31,01,IS,,5,IS_01_31_5,True
USS-USJ6-31-01-IT,USS,USJ6,31,01,IT,,5,IT_01_31_5,True
USS-USJ6-31-01-PS,USS,USJ6,31,01,PS,,5,PS_01_31_5,True
USS-USJ6-31-01-RC,USS,USJ6,31,01,RC,,5,RC_01_31_5,True
USS-USJ6-31-01-TK,USS,USJ6,31,01,TK,,5,TK_01_31_5,True
USS-USJ6-31-CL,USS,USJ6,31,CL,,,4,CL_31_4,True
USS-USJ6-31-LV,USS,USJ6,31,LV,,,4,LV_31_4,True
USS-USJ6-31-LV-CL,USS,USJ6,31,LV,CL,,5,CL_LV_31_5,True
USS-USJ6-31-LV-LA,USS,USJ6,31,LV,LA,,5,LA_LV_31_5,True
USS-USJ6-31-LV-LA-IT,USS,USJ6,31,LV,LA,IT,6,IT_LA_LV_6,True
USS-USJ6-31-LV-LA-TR,USS,USJ6,31,LV,LA,TR,6,TR_LA_LV_6,True
USS-USJ6-31-LV-LA-UN,USS,USJ6,31,LV,LA,UN,6,UN_LA_LV_6,True
USS-USJ6-31-LV-LA-UP,USS,USJ6,31,LV,LA,UP,6,UP_LA_LV_6,True
USS-USJ6-31-LV-LP,USS,USJ6,31,LV,LP,,5,LP_LV_31_5,True
USS-USJ6-31-LV-LP-01,USS,USJ6,31,LV,LP,01,6,01_LP_LV_6,True
USS-USJ6-31-LV-LP-CO,USS,USJ6,31,LV,LP,CO,6,CO_LP_LV_6,True
USS-USJ6-31-MV,USS,USJ6,31,MV,,,4,MV_31_4,True
USS-USJ6-31-MV-CL,USS,USJ6,31,MV,CL,,5,CL_MV_31_5,True
USS-USJ6-31-MV-IT,USS,USJ6,31,MV,IT,,5,IT_MV_31_5,True
USS-USJ6-31-MV-PR,USS,USJ6,31,MV,PR,,5,PR_MV_31_5,True
USS-USJ6-31-MV-SZ,USS,USJ6,31,MV,SZ,,5,SZ_MV_31_5,True
USS-USJ6-31-OC,USS,USJ6,31,OC,,,4,OC_31_4,True
USS-USJ6-31-OC-FO,USS,USJ6,31,OC,FO,,5,FO_OC_31_5,True
USS-USJ6-31-OC-MR,USS,USJ6,31,OC,MR,,5,MR_OC_31_5,True
USS-USJ6-31-ST,USS,USJ6,31,ST,,,4,ST_31_4,True
USS-USJ6-31-ST-S1,USS,USJ6,31,ST,S1,,5,S1_ST_31_5,True
USS-USJ6-31-ST-S2,USS,USJ6,31,ST,S2,,5,S2_ST_31_5,True
USS-USJ6-31-ST-S4,USS,USJ6,31,ST,S4,,5,S4_ST_31_5,True
USS-USJ6-31-T1,USS,USJ6,31,T1,,,4,T1_31_4,True
USS-USJ6-31-T1-PT,USS,USJ6,31,T1,PT,,5,PT_T1_31_5,True
USS-USJ6-31-TC,USS,USJ6,31,TC,,,4,TC_31_4,True
USS-USJ6-31-TC-AP,USS,USJ6,31,TC,AP,,5,AP_TC_31_5,True
USS-USJ6-31-TC-LN,USS,USJ6,31,TC,LN,,5,LN_TC_31_5,True
USS-USJ6-31-TS,USS,USJ6,31,TS,,,4,TS_31_4,True
USS-USJ6-31-TS-TA,USS,USJ6,31,TS,TA,,5,TA_TS_31_5,True
USS-USJ6-31-TS-TS,USS,USJ6,31,TS,TS,,5,TS_TS_31_5,True
USS-USJ6-31-TT,USS,USJ6,31,TT,,,4,TT_31_4,True
USS-USJ6-31-UP,USS,USJ6,31,UP,,,4,UP_31_4,True
USS-USJ6-32,USS,USJ6,32,,,,3,,True
USS-USJ6-32-01,USS,USJ6,32,01,,,4,01_32_4,True
USS-USJ6-32-01-01,USS,USJ6,32,01,01,,5,01_01_32_5,True
USS-USJ6-32-01-01-01,USS,USJ6,32,01,01,01,6,01_01_01_6,True
USS-USJ6-32-01-01-TT,USS,USJ6,32,01,01,TT,6,TT_01_01_6,True
USS-USJ6-32-01-02,USS,USJ6,32,01,02,,5,02_01_32_5,True
USS-USJ6-32-01-02-01,USS,USJ6,32,01,02,01,6,01_02_01_6,True
USS-USJ6-32-01-02-TT,USS,USJ6,32,01,02,TT,6,TT_02_01_6,True
USS-USJ6-32-01-03,USS,USJ6,32,01,03,,5,03_01_32_5,True
USS-USJ6-32-01-03-01,USS,USJ6,32,01,03,01,6,01_03_01_6,True
USS-USJ6-32-01-03-TT,USS,USJ6,32,01,03,TT,6,TT_03_01_6,True
USS-USJ6-32-01-04,USS,USJ6,32,01,04,,5,04_01_32_5,True
USS-USJ6-32-01-04-01,USS,USJ6,32,01,04,01,6,01_04_01_6,True
USS-USJ6-32-01-04-TT,USS,USJ6,32,01,04,TT,6,TT_04_01_6,True
USS-USJ6-32-01-05,USS,USJ6,32,01,05,,5,05_01_32_5,True
USS-USJ6-32-01-05-01,USS,USJ6,32,01,05,01,6,01_05_01_6,True
