FL;Description;AM Section;AM Part;AM Component;Element Type;Tech.Obj.SAP CODE;Catalog Profile
kkH-yyyy-Sx-H4x-15-16;Sezionatore;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-H4x-16;Linee di proprieta' AT;0000;11;1150;LNA;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-H4x-18;Contatori energia;0000;11;1180;ALI;FL_AUT&CON;FL00000H
kkH-yyyy-Sx-H4x-19;Protezioni elettriche ;0000;11;1180;ALI;FL_AUT&CON;FL00000H
kkH-yyyy-Sx-H4x-20;Stallo rifasamento;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-H4x-20-14;Interuttore ;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-H4x-20-16;Sezionatore;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-H4x-21;Stallo conversione;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-H4x-21-14;Interuttore ;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-H4x-21-16;Sezionatore;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-H4x-22;Stallo S.A.;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-H4x-22-14;Interuttore ;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-H4x-22-16;Sezionatore;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-MVx;Sezione smistamento MT;0000;11;1150;ALI;FL_MVSECT;FL00000H
kkH-yyyy-Sx-MVx-10;Sensori di corrente e di tensione (TA/TV);0000;11;1150;ALI;FL_MVSECT;FL00000H
kkH-yyyy-Sx-MVx-10-01;Trasformatore di corrente;0000;11;1150;ALI;FL_MVSECT;FL00000H
kkH-yyyy-Sx-MVx-10-02;Trasformatore di tensione;0000;11;1150;ALI;FL_MVSECT;FL00000H
kkH-yyyy-Sx-MVx-11;Stallo linea MT;0000;11;1150;ALI;FL_MVSECT;FL00000H
kkH-yyyy-Sx-MVx-11-14;Interuttore ;0000;11;1150;ALI;FL_MVSECT;FL00000H
kkH-yyyy-Sx-MVx-11-16;Sezionatore;0000;11;1150;ALI;FL_MVSECT;FL00000H
kkH-yyyy-Sx-MVx-12;Automatismi servizi ausialiari MT;0000;11;1150;ALI;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-MVx-13;Collegamenti MT;0000;11;1150;ALI;FL_POWLINE;FL00000H
kkH-yyyy-Sx-MVx-14;Stallo parallelo e.o traslazione;0000;11;1150;STL;FL_MVSECT;FL00000H
kkH-yyyy-Sx-MVx-14-14;Interuttore ;0000;11;1150;STL;FL_MVSECT;FL00000H
kkH-yyyy-Sx-MVx-14-16;Sezionatore;0000;11;1150;STL;FL_MVSECT;FL00000H
kkH-yyyy-Sx-MVx-15;Stallo trasformatore;0000;11;1150;STL;FL_MVSECT;FL00000H
kkH-yyyy-Sx-MVx-15-14;Interuttore ;0000;11;1150;STL;FL_MVSECT;FL00000H
kkH-yyyy-Sx-MVx-15-16;Sezionatore;0000;11;1150;STL;FL_MVSECT;FL00000H
kkH-yyyy-Sx-MVx-16;Linee di proprieta' MT;0000;11;1150;LNA;FL_MVSECT;FL00000H
kkH-yyyy-Sx-MVx-18;Contatori energia;0000;11;1180;ALI;FL_AUT&CON;FL00000H
kkH-yyyy-Sx-MVx-19;Protezioni elettriche ;0000;11;1180;ALI;FL_AUT&CON;FL00000H
kkH-yyyy-Sx-MVx-20;Stallo rifasamento;0000;11;1150;STL;FL_MVSECT;FL00000H
kkH-yyyy-Sx-MVx-20-14;Interuttore ;0000;11;1150;STL;FL_MVSECT;FL00000H
kkH-yyyy-Sx-MVx-20-16;Sezionatore;0000;11;1150;STL;FL_MVSECT;FL00000H
kkH-yyyy-Sx-MVx-21;Stallo conversione;0000;11;1150;STL;FL_MVSECT;FL00000H
kkH-yyyy-Sx-MVx-21-14;Interuttore ;0000;11;1150;STL;FL_MVSECT;FL00000H
kkH-yyyy-Sx-MVx-21-16;Sezionatore;0000;11;1150;STL;FL_MVSECT;FL00000H
kkH-yyyy-Sx-MVx-22;Stallo S.A.;0000;11;1150;STL;FL_MVSECT;FL00000H
kkH-yyyy-Sx-MVx-22-14;Interuttore ;0000;11;1150;STL;FL_MVSECT;FL00000H
kkH-yyyy-Sx-MVx-22-16;Sezionatore;0000;11;1150;STL;FL_MVSECT;FL00000H
kkH-yyyy-Sx-LVx;Sezione smistamento BT;0000;11;1150;ALI;FL_LVSECT;FL00000H
kkH-yyyy-Sx-LVx-10;Sensori di corrente e di tensione (TA/TV);0000;11;1150;ALI;FL_LVSECT;FL00000H
kkH-yyyy-Sx-LVx-10-01;Trasformatore di corrente;0000;11;1150;ALI;FL_LVSECT;FL00000H
kkH-yyyy-Sx-LVx-10-02;Trasformatore di tensione;0000;11;1150;ALI;FL_LVSECT;FL00000H
kkH-yyyy-Sx-LVx-11;Stallo linea BT;0000;11;1150;ALI;FL_LVSECT;FL00000H
kkH-yyyy-Sx-LVx-11-14;Interuttore ;0000;11;1150;ALI;FL_LVSECT;FL00000H
kkH-yyyy-Sx-LVx-11-16;Sezionatore;0000;11;1150;ALI;FL_LVSECT;FL00000H
kkH-yyyy-Sx-LVx-12;Automatismi servizi ausialiari BT;0000;11;1150;ALI;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-LVx-13;Collegamenti BT;0000;11;1150;ALI;FL_POWLINE;FL00000H
kkH-yyyy-Sx-LVx-18;Contatori energia;0000;11;1180;ALI;FL_AUT&CON;FL00000H
kkH-yyyy-Sx-LVx-19;Protezioni elettriche ;0000;11;1180;ALI;FL_AUT&CON;FL00000H
kkH-yyyy-Sx-TRx;Trasformazione;0000;11;1141;TRF;FL_TR_SS;FL00000H
kkH-yyyy-Sx-TRx-10;Trasformatori;0000;11;1141;ALI;FL_TR_SS;FL00000H
kkH-yyyy-Sx-TRx-11;Trasformatori 380 kV;0000;11;1141;ALI;FL_TR_SS;FL00000H
kkH-yyyy-Sx-TRx-12;Trasformatori 220 kV;0000;11;1141;ALI;FL_TR_SS;FL00000H
kkH-yyyy-Sx-TRx-13;Trasformatori 132- 150 kV;0000;11;1141;ALI;FL_TR_SS;FL00000H
kkH-yyyy-Sx-TRx-14;Trasformatori <132 kV;0000;11;1141;ALI;FL_TR_SS;FL00000H
kkH-yyyy-Sx-TRx-15;Trasformatori <=30 kV;0000;11;1141;ALI;FL_ELECMAC;FL00000H
kkH-yyyy-Sx-TRx-16;Componenti ausiliari;0000;11;1141;ALI;FL_ELECMAC;FL00000H
kkH-yyyy-Sx-TRx-19;Protezioni elettriche TR;0000;11;1180;ALI;FL_AUT&CON;FL00000H
kkH-yyyy-Sx-TSx;Sistema di trasmissione;0000;11;1150;ALI;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-TSx-01;Linea di trasmissione;0000;11;1150;ALI;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-TSx-02;Struttura di sostegno;0000;11;1150;ALI;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-TSx-03;Isolatori;0000;11;1150;ALI;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-TSx-04;Cavi sommergibili;0000;11;1150;ALI;FL_POWLINE;FL00000H
kkH-yyyy-Sx-TSx-05;Scaricatori;0000;11;1150;ALI;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-MMx;Montante di macchina;0000;11;1150;MTG;FL_MVSECT;FL00000H
kkH-yyyy-Sx-MMx-10;Condotti sbarra scricatori condensatori;0000;11;1150;ALI;FL_MVSECT;FL00000H
kkH-yyyy-Sx-MMx-11;Trasformatori S.A. di unità;0000;11;1150;TRF;FL_MVSECT;FL00000H
kkH-yyyy-Sx-MMx-12;Sensori di corrente e di tensione (TA/TV);0000;11;1150;ALI;FL_MVSECT;FL00000H
kkH-yyyy-Sx-MMx-12-11;Trasformatore di corrente;0000;11;1150;TRF;FL_MVSECT;FL00000H
kkH-yyyy-Sx-MMx-12-12;Trasformatore di tensione;0000;11;1150;TRF;FL_MVSECT;FL00000H
kkH-yyyy-Sx-MMx-13;Stallo di gruppo (AT/o MT o BT);0000;11;1150;STL;FL_MVSECT;FL00000H
kkH-yyyy-Sx-MMx-13-1E;Interuttore ;0000;11;1150;STL;FL_MVSECT;FL00000H
kkH-yyyy-Sx-MMx-13-1G;Sezionatore;0000;11;1150;STL;FL_MVSECT;FL00000H
kkH-yyyy-Sx-MMx-15;Collegamenti di potenza;0000;11;1150;ALI;FL_MVSECT;FL00000H
kkH-yyyy-Sx-MMx-18;Contatori energia;0000;11;1180;ALI;FL_AUT&CON;FL00000H
kkH-yyyy-Sx-MMx-19;Protezioni elettriche montante di macchina;0000;11;1180;ALI;FL_AUT&CON;FL00000H
kkH-yyyy-Sx-MMx-20;Stallo Apparecchiature Lato A.T. ;0000;11;1150;STL;FL_MVSECT;FL00000H
kkH-yyyy-Sx-MMx-20-14;Interuttore ;0000;11;1150;STL;FL_MVSECT;FL00000H
kkH-yyyy-Sx-MMx-20-16;Sezionatore;0000;11;1150;STL;FL_MVSECT;FL00000H
kkH-yyyy-Zx;Altre ;;;;SET;;FL00000H
kkH-yyyy-Zx-90x;Controllo ambientale;0000;11;1180;ALI;FL_ENVSYST;FL00000H
kkH-yyyy-Zx-90x-10;Passaggio pesci a monte;0000;11;1180;ALI;FL_ENVSYST;FL00000H
kkH-yyyy-Zx-90x-11;Passaggio pesci a valle;0000;11;1180;ALI;FL_ENVSYST;FL00000H
kkH-yyyy-Zx-90x-12;Sistema ad ossigeno disciolto;0000;11;1180;ALI;FL_ENVSYST;FL00000H
kkH-yyyy-Zx-90x-13;DVM;0000;11;1180;ALI;FL_ENVSYST;FL00000H
kkH-yyyy-Zx-90x-14;Sistema di misurazione del fiume;0000;11;1180;ALI;FL_ENVSYST;FL00000H
kkH-yyyy-Zx-90x-15;Struttura di misurazione passaggio pesci;0000;11;1180;ALI;FL_ENVSYST;FL00000H
kkH-yyyy-Zx-90x-19;Sistema di controllo DVM;0000;11;1180;SMI;FL_ENVSYST;FL00000H
kkH-yyyy-Zx-91x;Impianti di terra e protezione;0000;11;1150;ALI;FL_AUXSYST;FL00000H
kkH-yyyy-Zx-91x-10;Impianti di terra;0000;11;1150;ALI;FL_AUXSYST;FL00000H
kkH-yyyy-Zx-91x-11;Impianti di protezione cat.;0000;11;1150;ALI;FL_AUXSYST;FL00000H
kkH-yyyy-Zx-91x-12;Protezioni contro scariche atmosferiche;0000;11;1180;ALI;FL_AUT&CON;FL00000H
kkH-yyyy-Zx-91x-13;Reattore di terra neutrale;0000;11;1150;ALI;FL_AUXSYST;FL00000H
kkH-yyyy-Zx-94x;Acque varie;0000;11;1150;ALI;FL_AUXSYST;FL00000H
kkH-yyyy-Zx-94x-10;Ciclo acqua Raffreddamento;0000;11;1150;ALI;FL_AUXSYST;FL00000H
kkH-yyyy-Zx-94x-11;Impianto di aggottamento;0000;11;1150;ALI;FL_AUXSYST;FL00000H
kkH-yyyy-Zx-94x-12;Impianto di rilevazione allagamenti;0000;11;1150;ALI;FL_AUXSYST;FL00000H
kkH-yyyy-Zx-94x-13;Sistema di Disoleazione;0000;11;1150;ALI;FL_AUXSYST;FL00000H
kkH-yyyy-Zx-96x;Aria compressa;0000;11;1150;ALI;FL_AUXSYST;FL00000H
kkH-yyyy-Zx-96x-10;Stazione di compressione;0000;11;1150;ALI;FL_AUXSYST;FL00000H
kkH-yyyy-Zx-96x-11;Ciclo distribuzione aria;0000;11;1150;ALI;FL_AUXSYST;FL00000H
kkH-yyyy-Zx-97x;Antincendio;0000;11;1150;ALI;FL_SAFSYST;FL00000H
kkH-yyyy-Zx-97x-10;Stazione pompaggio acqua antincendio;0000;11;1150;ALI;FL_SAFSYST;FL00000H
kkH-yyyy-Zx-97x-11;Autoclave;0000;11;1150;ALI;FL_SAFSYST;FL00000H
kkH-yyyy-Zx-97x-12;Ciclo distribuzione ed utilizzazione acqua;0000;11;1150;ALI;FL_SAFSYST;FL00000H
kkH-yyyy-Zx-97x-13;Impianto schiumogeno;0000;11;1150;ALI;FL_SAFSYST;FL00000H
kkH-yyyy-Zx-97x-14;Rilevazione ed allarme incendio;0000;11;1150;ALI;FL_SAFSYST;FL00000H
kkH-yyyy-Zx-97x-15;Impianti fissi CO2;0000;11;1150;ALI;FL_SAFSYST;FL00000H
kkH-yyyy-Zx-97x-16;Estintori;0000;11;1150;ALI;FL_SAFSYST;FL00000H
kkH-yyyy-Zx-97x-18;Impianti fissi a polvere;0000;11;1150;ALI;FL_SAFSYST;FL00000H
kkH-yyyy-Zx-97x-19;Altri;0000;11;1150;ALI;FL_SAFSYST;FL00000H
kkH-yyyy-Zx-98x;Impianti e attrezzature varie;0000;11;1150;ALI;FL_OTHER;FL00000H
kkH-yyyy-Zx-98x-10;Apparecchiature di sollevamento (carroponte);0000;11;1150;ALI;FL_OTHER;FL00000H
kkH-yyyy-Zx-98x-11;Trattamento olio isolante e lubrificante;0000;11;1150;ALI;FL_OTHER;FL00000H
kkH-yyyy-Zx-98x-12;Imp. ingrassaggio centralizzato;0000;11;1150;ALI;FL_OTHER;FL00000H
kkH-yyyy-Zx-99x;Attrezzature logistiche;0000;11;1100;ALI;FL_OTHER;FL00000H
kkH-yyyy-Zx-99x-10;Attrezzature di officina e laboratorio;0000;11;1100;ALI;FL_OTHER;FL00000H
kkH-yyyy-Zx-99x-11;Mobili e arredi di ufficio;0000;11;1100;ALI;FL_OTHER;FL00000H
kkH-yyyy-Zx-99x-12;Macchine di ufficio;0000;11;1100;ALI;FL_OTHER;FL00000H
kkH-yyyy-Zx-99x-13;Mezzi speciali;0000;11;1100;ALI;FL_OTHER;FL00000H
kkH-yyyy-Zx-99x-14;Computer, stampanti e altro;0000;11;1100;ALI;FL_OTHER;FL00000H
kkH-yyyy-Zx-99x-15;Equipaggiamento di sicurezza;0000;11;1100;ALI;FL_SAFSYST;FL00000H
kkH-yyyy-Zx-HVx;Sezione di smistamento AT;0000;11;1150;ALI;FL_HVSECT;FL00000H
kkH-yyyy-Zx-HVx-10;Sensori di corrente e di tensione (TA/TV);0000;11;1150;ALI;FL_HVSECT;FL00000H
kkH-yyyy-Zx-HVx-10-01;Trasformatore di corrente;0000;11;1150;ALI;FL_HVSECT;FL00000H
kkH-yyyy-Zx-HVx-10-02;Trasformatore di tensione;0000;11;1150;ALI;FL_HVSECT;FL00000H
kkH-yyyy-Zx-HVx-11;Stallo linea AT;0000;11;1150;ALI;FL_HVSECT;FL00000H
kkH-yyyy-Zx-HVx-11-14;Interuttore ;0000;11;1150;ALI;FL_HVSECT;FL00000H
kkH-yyyy-Zx-HVx-11-16;Sezionatore;0000;11;1150;ALI;FL_HVSECT;FL00000H
kkH-yyyy-Zx-HVx-12;Automatismi servizi ausialiari AT;0000;11;1150;ALI;FL_ELECEQ;FL00000H
kkH-yyyy-Zx-HVx-13;Collegamenti AT;0000;11;1150;ALI;FL_POWLINE;FL00000H
kkH-yyyy-Zx-HVx-14;Stallo parallelo e.o traslazione;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Zx-HVx-14-14;Interuttore ;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Zx-HVx-14-16;Sezionatore;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Zx-HVx-15;Stallo trasformatore;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Zx-HVx-15-14;Interuttore ;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Zx-HVx-15-16;Sezionatore;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Zx-HVx-16;Linee di proprieta' AT;0000;11;1150;LNA;FL_ELECEQ;FL00000H
kkH-yyyy-Zx-HVx-18;Contatori energia;0000;11;1180;ALI;FL_AUT&CON;FL00000H
kkH-yyyy-Zx-HVx-19;Protezioni elettriche ;0000;11;1180;ALI;FL_AUT&CON;FL00000H
kkH-yyyy-Zx-HVx-20;Stallo rifasamento;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Zx-HVx-20-14;Interuttore ;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Zx-HVx-20-16;Sezionatore;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Zx-HVx-21;Stallo conversione;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Zx-HVx-21-14;Interuttore ;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Zx-HVx-21-16;Sezionatore;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Zx-HVx-22;Stallo S.A.;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Zx-HVx-22-14;Interuttore ;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Zx-HVx-22-16;Sezionatore;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Zx-H1x;Sezione di smistamento AT 380 kV;0000;11;1150;ALI;FL_HVSECT;FL00000H
kkH-yyyy-Zx-H1x-10;Sensori di corrente e di tensione (TA/TV);0000;11;1150;ALI;FL_HVSECT;FL00000H
kkH-yyyy-Zx-H1x-10-01;Trasformatore di corrente;0000;11;1150;ALI;FL_HVSECT;FL00000H
kkH-yyyy-Zx-H1x-10-02;Trasformatore di tensione;0000;11;1150;ALI;FL_HVSECT;FL00000H
kkH-yyyy-Zx-H1x-11;Stallo linea AT;0000;11;1150;ALI;FL_HVSECT;FL00000H
kkH-yyyy-Zx-H1x-11-14;Interuttore ;0000;11;1150;ALI;FL_HVSECT;FL00000H
kkH-yyyy-Zx-H1x-11-16;Sezionatore;0000;11;1150;ALI;FL_HVSECT;FL00000H
kkH-yyyy-Zx-H1x-12;Automatismi servizi ausialiari AT;0000;11;1150;ALI;FL_ELECEQ;FL00000H
kkH-yyyy-Zx-H1x-13;Collegamenti AT;0000;11;1150;STL;FL_POWLINE;FL00000H
kkH-yyyy-Zx-H1x-14;Stallo parallelo e.o traslazione;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Zx-H1x-14-14;Interuttore ;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Zx-H1x-14-16;Sezionatore;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Zx-H1x-15;Stallo trasformatore;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Zx-H1x-15-14;Interuttore ;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Zx-H1x-15-16;Sezionatore;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Zx-H1x-16;Linee di proprieta' AT;0000;11;1150;LNA;FL_ELECEQ;FL00000H
kkH-yyyy-Zx-H1x-18;Contatori energia;0000;11;1180;ALI;FL_AUT&CON;FL00000H
kkH-yyyy-Zx-H1x-19;Protezioni elettriche ;0000;11;1180;ALI;FL_AUT&CON;FL00000H
kkH-yyyy-Zx-H1x-20;Stallo rifasamento;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Zx-H1x-20-14;Interuttore ;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Zx-H1x-20-16;Sezionatore;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Zx-H1x-21;Stallo conversione;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Zx-H1x-21-14;Interuttore ;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Zx-H1x-21-16;Sezionatore;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Zx-H1x-22;Stallo S.A.;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Zx-H1x-22-14;Interuttore ;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Zx-H1x-22-16;Sezionatore;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Zx-H2x;Sezione di smistamento AT 220 kV;0000;11;1150;ALI;FL_HVSECT;FL00000H
kkH-yyyy-Zx-H2x-10;Sensori di corrente e di tensione (TA/TV);0000;11;1150;ALI;FL_HVSECT;FL00000H
kkH-yyyy-Zx-H2x-10-01;Trasformatore di corrente;0000;11;1150;ALI;FL_HVSECT;FL00000H
kkH-yyyy-Zx-H2x-10-02;Trasformatore di tensione;0000;11;1150;ALI;FL_HVSECT;FL00000H
kkH-yyyy-Zx-H2x-11;Stallo linea AT;0000;11;1150;ALI;FL_HVSECT;FL00000H
kkH-yyyy-Zx-H2x-11-14;Interuttore ;0000;11;1150;ALI;FL_HVSECT;FL00000H
kkH-yyyy-Zx-H2x-11-16;Sezionatore;0000;11;1150;ALI;FL_HVSECT;FL00000H
kkH-yyyy-Zx-H2x-12;Automatismi servizi ausialiari AT;0000;11;1150;ALI;FL_ELECEQ;FL00000H
kkH-yyyy-Zx-H2x-13;Collegamenti AT;0000;11;1150;STL;FL_POWLINE;FL00000H
kkH-yyyy-Zx-H2x-14;Stallo parallelo e.o traslazione;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Zx-H2x-14-14;Interuttore ;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Zx-H2x-14-16;Sezionatore;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Zx-H2x-15;Stallo trasformatore;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Zx-H2x-15-14;Interuttore ;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Zx-H2x-15-16;Sezionatore;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Zx-H2x-16;Linee di proprieta' AT;0000;11;1150;LNA;FL_ELECEQ;FL00000H
kkH-yyyy-Zx-H2x-18;Contatori energia;0000;11;1180;ALI;FL_AUT&CON;FL00000H
kkH-yyyy-Zx-H2x-19;Protezioni elettriche ;0000;11;1180;ALI;FL_AUT&CON;FL00000H
kkH-yyyy-Zx-H2x-20;Stallo rifasamento;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Zx-H2x-20-14;Interuttore ;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Zx-H2x-20-16;Sezionatore;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Zx-H2x-21;Stallo conversione;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Zx-H2x-21-14;Interuttore ;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Zx-H2x-21-16;Sezionatore;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Zx-H2x-22;Stallo S.A.;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Zx-H2x-22-14;Interuttore ;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Zx-H2x-22-16;Sezionatore;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Zx-H3x;Sezione di smistamento AT 132-150 kV;0000;11;1150;ALI;FL_HVSECT;FL00000H
kkH-yyyy-Zx-H3x-10;Sensori di corrente e di tensione (TA/TV);0000;11;1150;ALI;FL_HVSECT;FL00000H
kkH-yyyy-Zx-H3x-10-01;Trasformatore di corrente;0000;11;1150;ALI;FL_HVSECT;FL00000H
kkH-yyyy-Zx-H3x-10-02;Trasformatore di tensione;0000;11;1150;ALI;FL_HVSECT;FL00000H
kkH-yyyy-Zx-H3x-11;Stallo linea AT;0000;11;1150;ALI;FL_HVSECT;FL00000H
kkH-yyyy-Zx-H3x-11-14;Interuttore ;0000;11;1150;ALI;FL_HVSECT;FL00000H
kkH-yyyy-Zx-H3x-11-16;Sezionatore;0000;11;1150;ALI;FL_HVSECT;FL00000H
kkH-yyyy-Zx-H3x-12;Automatismi servizi ausialiari AT;0000;11;1150;ALI;FL_ELECEQ;FL00000H
kkH-yyyy-Zx-H3x-13;Collegamenti AT;0000;11;1150;STL;FL_POWLINE;FL00000H
kkH-yyyy-Zx-H3x-14;Stallo parallelo e.o traslazione;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Zx-H3x-14-14;Interuttore ;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Zx-H3x-14-16;Sezionatore;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Zx-H3x-15;Stallo trasformatore;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Zx-H3x-15-14;Interuttore ;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Zx-H3x-15-16;Sezionatore;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Zx-H3x-16;Linee di proprieta' AT;0000;11;1150;LNA;FL_ELECEQ;FL00000H
kkH-yyyy-Zx-H3x-18;Contatori energia;0000;11;1180;ALI;FL_AUT&CON;FL00000H
kkH-yyyy-Zx-H3x-19;Protezioni elettriche ;0000;11;1180;ALI;FL_AUT&CON;FL00000H
kkH-yyyy-Zx-H3x-20;Stallo rifasamento;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Zx-H3x-20-14;Interuttore ;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Zx-H3x-20-16;Sezionatore;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Zx-H3x-21;Stallo conversione;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Zx-H3x-21-14;Interuttore ;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Zx-H3x-21-16;Sezionatore;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Zx-H3x-22;Stallo S.A.;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Zx-H3x-22-14;Interuttore ;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Zx-H3x-22-16;Sezionatore;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Zx-H4x;Sezione di smistamento AT < 132 kV;0000;11;1150;ALI;FL_HVSECT;FL00000H
kkH-yyyy-Zx-H4x-10;Sensori di corrente e di tensione (TA/TV);0000;11;1150;ALI;FL_HVSECT;FL00000H
kkH-yyyy-Zx-H4x-10-01;Trasformatore di corrente;0000;11;1150;ALI;FL_HVSECT;FL00000H
kkH-yyyy-Zx-H4x-10-02;Trasformatore di tensione;0000;11;1150;ALI;FL_HVSECT;FL00000H
kkH-yyyy-Zx-H4x-11;Stallo linea AT;0000;11;1150;ALI;FL_HVSECT;FL00000H
kkH-yyyy-Zx-H4x-11-14;Interuttore ;0000;11;1150;ALI;FL_HVSECT;FL00000H
kkH-yyyy-Zx-H4x-11-16;Sezionatore;0000;11;1150;ALI;FL_HVSECT;FL00000H
kkH-yyyy-Zx-H4x-12;Automatismi servizi ausialiari AT;0000;11;1150;ALI;FL_ELECEQ;FL00000H
kkH-yyyy-Zx-H4x-13;Collegamenti AT;0000;11;1150;STL;FL_POWLINE;FL00000H
kkH-yyyy-Zx-H4x-14;Stallo parallelo e.o traslazione;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Zx-H4x-14-14;Interuttore ;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Zx-H4x-14-16;Sezionatore;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Zx-H4x-15;Stallo trasformatore;0000;11;1150;STL;FL_ELECEQ;FL00000H
